ALFABETA;PRINCIPIO ACTIVO;MARCA COMERCIAL;PRESENTACION;LABORATORIO;PVP PAMI AL 04/05/2026;COBERTURA;IMPORTE AFILIADO
8144;tioridazina;MELERIL;25 mg comp.rec.x 25;Siegfried;$ 10592.13;50%;$ 5296.07
8143;tioridazina;MELERIL;Rtd.200 mg comp.x 20;Siegfried;$ 27109.38;50%;$ 13554.69
10501;tirotricina+benzocaína;FILOTRICIN A;colut.x 45 ml;Siegfried;$ 13861.11;50%;$ 6930.56
51443;tirotricina+benzocaína;FILOTRICIN A;spray x 30 ml;Siegfried;$ 13433.28;50%;$ 6716.64
13487;tirotricina+benzocaína+asoc.;FILOTRICIN A;caram.x 10;Siegfried;$ 1324.5;50%;$ 662.25
36922;tirotricina+benzocaína+asoc.;FILOTRICIN A;exp.x 6 x 10 caram.;Siegfried;$ 7944.82;50%;$ 3972.41
60861;tobramicina+dexametasona;TRAZIDEX OFTENO;colirio x 5 ml;Siegfried;$ 11863.19;50%;$ 5931.6
17883;triamcinolona+asoc.;MANTUS;pda.x 10 g;Siegfried;$ 7039.63;50%;$ 3519.82
17884;triamcinolona+asoc.;MANTUS;pda.x 30 g;Siegfried;$ 11310.41;50%;$ 5655.21
24319;ursodesoxicólico,ác.;UDCA;250 mg cáps.x 30;Siegfried;$ 48524.2;50%;$ 24262.1
38439;ursodesoxicólico,ác.;UDCA;250 mg cáps.x 60;Siegfried;$ 92429.36;50%;$ 46214.68
47677;ursodesoxicólico,ác.;UDCA 300;300 mg cáps.x 30;Siegfried;$ 48524.2;50%;$ 24262.1
47678;ursodesoxicólico,ác.;UDCA 300;300 mg cáps.x 60;Siegfried;$ 92429.36;50%;$ 46214.68
31925;valsartán;DIOVAN;160 mg comp.rec.x 14;Siegfried;$ 19933.12;60%;$ 7973.25
31926;valsartán;DIOVAN;160 mg comp.rec.x 28;Siegfried;$ 38851.35;60%;$ 15540.54
35220;valsartán;DIOVAN;320 mg comp.rec.x 28;Siegfried;$ 42878.9;60%;$ 17151.56
33111;valsartán;DIOVAN IC;40 mg comp.rec.x 14;Siegfried;$ 20793.12;60%;$ 8317.25
31924;valsartán;DIOVAN;80 mg comp.rec.x 28;Siegfried;$ 30375.74;60%;$ 12150.3
40840;valsartán+amlodipina;EXFORGE;10/160 mg comp.rec.x 28;Siegfried;$ 51550.54;50%;$ 25775.27
42087;valsartán+amlodipina;EXFORGE;10/320 mg comp.rec.x 28;Siegfried;$ 65107.1;50%;$ 32553.55
40837;valsartán+amlodipina;EXFORGE;5/160 mg comp.rec.x 14;Siegfried;$ 27850.5;50%;$ 13925.25
40838;valsartán+amlodipina;EXFORGE;5/160 mg comp.rec.x 28;Siegfried;$ 51550.54;50%;$ 25775.27
42085;valsartán+amlodipina;EXFORGE;5/320 mg comp.rec.x 28;Siegfried;$ 67001.61;50%;$ 33500.81
43511;valsartán+amlodipina;EXFORGE;5/80 mg comp.rec.x 28;Siegfried;$ 52549.2;50%;$ 26274.6
45419;valsartán+hidrocloroti.+amlodip.;EXFORGE D;160/12.5/10 mg comp.x 28;Siegfried;$ 63350.29;50%;$ 31675.15
45260;valsartán+hidrocloroti.+amlodip.;EXFORGE D;160/12.5/5 mg comp.x 28;Siegfried;$ 63958.79;50%;$ 31979.4
45420;valsartán+hidrocloroti.+amlodip.;EXFORGE D;160/25/10 mg comp.x 28;Siegfried;$ 63958.79;50%;$ 31979.4
45261;valsartán+hidrocloroti.+amlodip.;EXFORGE D;160/25/5 mg comp.x 28;Siegfried;$ 63958.79;50%;$ 31979.4
45262;valsartán+hidrocloroti.+amlodip.;EXFORGE D;320/25/10 mg comp.x 28;Siegfried;$ 67640.01;50%;$ 33820.01
26725;valsartán+hidroclorotiazida;DIOVAN D;160/12.5 mg comp.rec.x14;Siegfried;$ 23572.93;50%;$ 11786.47
26726;valsartán+hidroclorotiazida;DIOVAN D;160/12.5 mg comp.rec.x28;Siegfried;$ 42812.81;50%;$ 21406.41
33110;valsartán+hidroclorotiazida;DIOVAN D;160/25 mg comp.rec.x 28;Siegfried;$ 43397.41;50%;$ 21698.71
40093;valsartán+hidroclorotiazida;DIOVAN D;320/12.5 mg comp.rec.x28;Siegfried;$ 48225.9;50%;$ 24112.95
40149;valsartán+hidroclorotiazida;DIOVAN D;320/25 mg comp.rec.x 28;Siegfried;$ 48225.9;50%;$ 24112.95
21563;valsartán+hidroclorotiazida;DIOVAN D;80/12.5 mg comp.rec.x 28;Siegfried;$ 36341.62;50%;$ 18170.81
23137;verapamilo;VERAL;rtd.240 mg comp.x 30;Siegfried;$ 33861.37;60%;$ 13544.55
10641;vit.a+vit.c+vit.d;TRI VI SOL;sol.x 20 ml;Siegfried;$ 15311.25;40%;$ 9186.75
53127;vit.d3;TRIP D3;cáps.dura x 1;Siegfried;$ 12231.89;40%;$ 7339.13
53128;vit.d3;TRIP D3;cáps.duras x 3;Siegfried;$ 29558.33;40%;$ 17735
33901;alprazolam;AMZIAX;0.50 mg comp.x 10;Soubeiran Chobe;$ 2337.71;50%;$ 1168.86
30085;alprazolam;AMZIAX;0.50 mg comp.x 30;Soubeiran Chobe;$ 4538.1;50%;$ 2269.05
30787;alprazolam;AMZIAX;0.50 mg comp.x 60;Soubeiran Chobe;$ 8371.76;50%;$ 4185.88
33902;alprazolam;AMZIAX;1 mg comp.x 10;Soubeiran Chobe;$ 4054.99;50%;$ 2027.5
30086;alprazolam;AMZIAX;1 mg comp.x 30;Soubeiran Chobe;$ 7916.31;50%;$ 3958.16
30788;alprazolam;AMZIAX;1 mg comp.x 60;Soubeiran Chobe;$ 14989.08;50%;$ 7494.54
30087;alprazolam;AMZIAX;2 mg comp.x 30;Soubeiran Chobe;$ 12500.24;50%;$ 6250.12
17904;bismuto,hidróxido+pectina;BISMUTO CHOBET CON PECTINA;comp.mast.x 20;Soubeiran Chobe;$ 11154;40%;$ 6692.4
35206;bismuto,hidróxido+pectina;CREMA DE BISMUTO CHOBET CON PECTINA;susp.x 120 ml;Soubeiran Chobe;$ 19266;40%;$ 11559.6
8020;bismuto,hidróxido+pectina;CREMA DE BISMUTO CHOBET CON PECTINA;susp.x 240 ml;Soubeiran Chobe;$ 36849;40%;$ 22109.4
8019;bismuto,hidróxido+pectina;CREMA DE BISMUTO CHOBET CON PECTINA;susp.x 90ml c/dosif.fant;Soubeiran Chobe;$ 14250;40%;$ 8550
8018;clofibrato;CLOFIBRATE MAGNESICO CHOBET;comp.x 50;Soubeiran Chobe;$ 27913.98;60%;$ 11165.59
36113;clonazepam;LEPTIC;0.5 mg comp.x 10;Soubeiran Chobe;$ 4321.61;50%;$ 2160.81
36114;clonazepam;LEPTIC;0.5 mg comp.x 30;Soubeiran Chobe;$ 8210.26;50%;$ 4105.13
36115;clonazepam;LEPTIC;0.5 mg comp.x 50;Soubeiran Chobe;$ 13024.01;50%;$ 6512.01
36116;clonazepam;LEPTIC;2 mg comp.x 10;Soubeiran Chobe;$ 5165.5;80%;$ 1033.1
36117;clonazepam;LEPTIC;2 mg comp.x 30;Soubeiran Chobe;$ 9870.69;80%;$ 1974.14
36118;clonazepam;LEPTIC;2 mg comp.x 50;Soubeiran Chobe;$ 15095.26;80%;$ 3019.05
18791;fluoxetina;ALENTAL;20 mg comp.rec.x 20;Soubeiran Chobe;$ 11596.88;50%;$ 5798.44
56640;fluoxetina;ALENTAL;20 mg comp.rec.x 30;Soubeiran Chobe;$ 23796.66;50%;$ 11898.33
32658;fluoxetina;ALENTAL;20 mg comp.rec.x 4;Soubeiran Chobe;$ 4107.54;50%;$ 2053.77
18792;fluoxetina;ALENTAL;20 mg comp.rec.x 40;Soubeiran Chobe;$ 25785.36;50%;$ 12892.68
56641;fluoxetina;ALENTAL;20 mg comp.rec.x 60;Soubeiran Chobe;$ 44949.11;50%;$ 22474.56
56810;ibuprofeno+codeína;MENSALGIN FORTE;30/200 mg comp.x 30;Soubeiran Chobe;$ 22144;40%;$ 13286.4
33904;ibuprofeno+codeína;MENSALGIN;comp.x 2;Soubeiran Chobe;$ 1947;40%;$ 1168.2
26659;ibuprofeno+codeína;MENSALGIN;comp.x 20;Soubeiran Chobe;$ 7196;40%;$ 4317.6
8021;indapamida;INDAPAMIDA DUREMID;comp.x 50;Soubeiran Chobe;$ 13300.78;50%;$ 6650.39
17581;lorazepam;LORAZEPAN CHOBET;1 mg comp.subl.x 50;Soubeiran Chobe;$ 9028.77;50%;$ 4514.39
32661;lorazepam;LORAZEPAN CHOBET;1 mg comp.subling.x 5;Soubeiran Chobe;$ 1949.04;50%;$ 974.52
6374;lorazepam;LORAZEPAN CHOBET;1 mg comp.x 100;Soubeiran Chobe;$ 10044.14;50%;$ 5022.07
8027;lorazepam;LORAZEPAN CHOBET;1 mg comp.x 20;Soubeiran Chobe;$ 2759.1;50%;$ 1379.55
58565;lorazepam;LORAZEPAN CHOBET;1 mg comp.x 30;Soubeiran Chobe;$ 4585.51;50%;$ 2292.76
8028;lorazepam;LORAZEPAN CHOBET;1 mg comp.x 50;Soubeiran Chobe;$ 6130.48;50%;$ 3065.24
58566;lorazepam;LORAZEPAN CHOBET;1 mg comp.x 60;Soubeiran Chobe;$ 7970.93;50%;$ 3985.47
17582;lorazepam;LORAZEPAN CHOBET;2 mg comp.subl.x 50;Soubeiran Chobe;$ 13665.78;50%;$ 6832.89
32662;lorazepam;LORAZEPAN CHOBET;2 mg comp.subling.x 5;Soubeiran Chobe;$ 1815.65;50%;$ 907.83
8026;lorazepam;LORAZEPAN CHOBET;2 mg comp.x 100;Soubeiran Chobe;$ 15181.64;50%;$ 7590.82
8024;lorazepam;LORAZEPAN CHOBET;2 mg comp.x 20;Soubeiran Chobe;$ 4075.67;50%;$ 2037.84
58567;lorazepam;LORAZEPAN CHOBET;2 mg comp.x 30;Soubeiran Chobe;$ 5155.87;50%;$ 2577.94
8025;lorazepam;LORAZEPAN CHOBET;2 mg comp.x 50;Soubeiran Chobe;$ 9307.54;50%;$ 4653.77
58568;lorazepam;LORAZEPAN CHOBET;2 mg comp.x 60;Soubeiran Chobe;$ 9320.23;50%;$ 4660.12
10055;lorazepam;LORAZEPAN CHOBET;4 mg a.x 1;Soubeiran Chobe;$ 6793.63;50%;$ 3396.82
10056;meperidina;MEPERIDINA CHOBET;100 mg a.x 1;Soubeiran Chobe;$ 6083.2;50%;$ 3041.6
44929;metadona;METACALMANS;10 mg comp.x 25;Soubeiran Chobe;$ 41891.91;50%;$ 20945.96
48951;metadona;METACALMANS;10 mg comp.x 50;Soubeiran Chobe;$ 83784.15;50%;$ 41892.08
44928;metadona;METACALMANS;5 mg comp.x 25;Soubeiran Chobe;$ 23522.53;50%;$ 11761.27
48950;metadona;METACALMANS;5 mg comp.x 50;Soubeiran Chobe;$ 47058.69;50%;$ 23529.35
52499;midazolam;REM CHOBET;15 mg comp.x 10;Soubeiran Chobe;$ 6672.93;50%;$ 3336.47
52500;midazolam;REM CHOBET;15 mg comp.x 30;Soubeiran Chobe;$ 15107.02;50%;$ 7553.51
52501;midazolam;REM CHOBET;15 mg comp.x 50;Soubeiran Chobe;$ 23797.26;50%;$ 11898.63
32660;midazolam;REM CHOBET;15 mg/3 ml a.x 2;Soubeiran Chobe;$ 12575.51;50%;$ 6287.76
30321;midazolam;REM CHOBET;50 mg/10 ml a.x 25;Soubeiran Chobe;$ 360176.66;50%;$ 180088.33
15580;morfina,clorhidrato;NEOCALMANS;1% a.x 1 x 1 ml;Soubeiran Chobe;$ 7105.21;50%;$ 3552.61
44916;morfina,clorhidrato;NEOCALMANS RETARD;10 mg comp.x 20;Soubeiran Chobe;$ 31219.69;50%;$ 15609.85
44917;morfina,clorhidrato;NEOCALMANS RETARD;10 mg comp.x 50;Soubeiran Chobe;$ 68632.9;50%;$ 34316.45
15581;morfina,clorhidrato;NEOCALMANS;2% a.x 1 x 1 ml;Soubeiran Chobe;$ 12042.93;50%;$ 6021.47
18342;morfina,clorhidrato;NEOCALMANS;20 mg sup.x 10;Soubeiran Chobe;$ 776.15;50%;$ 388.08
44914;morfina,clorhidrato;NEOCALMANS RETARD;30 mg comp.x 20;Soubeiran Chobe;$ 58107.75;50%;$ 29053.88
18340;morfina,clorhidrato;NEOCALMANS;30 mg comp.x 20;Soubeiran Chobe;$ 32883.3;50%;$ 16441.65
44915;morfina,clorhidrato;NEOCALMANS RETARD;30 mg comp.x 50;Soubeiran Chobe;$ 138004.55;50%;$ 69002.28
18341;morfina,clorhidrato;NEOCALMANS;30 mg comp.x 50;Soubeiran Chobe;$ 79526.77;50%;$ 39763.39
18343;morfina,clorhidrato;NEOCALMANS;30 mg sup.x 10;Soubeiran Chobe;$ 918.72;50%;$ 459.36
54830;morfina,clorhidrato;NEOCALMANS;60 mg comp.x 50;Soubeiran Chobe;$ 75355.78;50%;$ 37677.89
44918;morfina,sulfato;NEOCALMANS IT;1 mg/ml a.x 1 x 2 ml;Soubeiran Chobe;$ 7067.25;50%;$ 3533.63
13994;nalbufina;NALBUFINA CHOBET;10 mg a.x 10;Soubeiran Chobe;$ 29608.11;50%;$ 14804.06
13993;nalbufina;NALBUFINA CHOBET;10 mg a.x 5;Soubeiran Chobe;$ 15791.91;50%;$ 7895.96
13995;nalbufina;NALBUFINA CHOBET;10 mg vial x 10 ml;Soubeiran Chobe;$ 33224.66;50%;$ 16612.33
13996;nalbufina;NALBUFINA CHOBET;20 mg a.x 10 x 1 ml;Soubeiran Chobe;$ 51755.12;50%;$ 25877.56
13997;nalbufina;NALBUFINA CHOBET;20 mg vial x 10 ml;Soubeiran Chobe;$ 55299.98;50%;$ 27649.99
29066;naltrexona;REVEZ;50 mg comp.x 10;Soubeiran Chobe;$ 76789.04;50%;$ 38394.52
20444;naltrexona;REVEZ;50 mg comp.x 25;Soubeiran Chobe;$ 179473.84;50%;$ 89736.92
20445;naltrexona;REVEZ;50 mg comp.x 50;Soubeiran Chobe;$ 348563.67;50%;$ 174281.84
36339;oxicodona;OXICALMANS;10 mg comp.lib.contr.x30;Soubeiran Chobe;$ 86139.01;50%;$ 43069.51
36340;oxicodona;OXICALMANS;20 mg comp.lib.contr.x30;Soubeiran Chobe;$ 129180.72;50%;$ 64590.36
36341;oxicodona;OXICALMANS;40 mg comp.lib.contr.x30;Soubeiran Chobe;$ 210423.34;50%;$ 105211.67
29065;sulfadiazina de plata+asoc.;PLATSUL-A GASAS;após.x 10;Soubeiran Chobe;$ 19685.24;50%;$ 9842.62
20063;sulfadiazina de plata+asoc.;PLATSUL-A;cr.x 200 g;Soubeiran Chobe;$ 35901.26;50%;$ 17950.63
11221;sulfadiazina de plata+asoc.;PLATSUL-A;cr.x 30 g;Soubeiran Chobe;$ 8002.65;50%;$ 4001.33
47598;sulfadiazina de plata+asoc.;PLATSUL-A;cr.x 350 g;Soubeiran Chobe;$ 62523.31;50%;$ 31261.66
8044;takadiastasa+pancreatina+pepsina;TRIDIGESTIVO VL;grag.x 20;Soubeiran Chobe;$ 8328.95;50%;$ 4164.48
54192;tramadol;ULTRACALMANS;50 mg comp.x 10;Soubeiran Chobe;$ 9054.18;50%;$ 4527.09
54193;tramadol;ULTRACALMANS;50 mg comp.x 20;Soubeiran Chobe;$ 16237.7;50%;$ 8118.85
54194;tramadol;ULTRACALMANS;50 mg comp.x 30;Soubeiran Chobe;$ 23782.17;50%;$ 11891.09
54195;tramadol;ULTRACALMANS;50 mg gts.x 20 ml;Soubeiran Chobe;$ 26843.31;50%;$ 13421.66
50675;troxerrutina+magn.ascorbato;VERALDID 500/150;500/150 comp.x 30;Soubeiran Chobe;$ 31133.76;50%;$ 15566.88
50676;troxerrutina+magn.ascorbato;VERALDID 500/150;500/150 comp.x 60;Soubeiran Chobe;$ 54323.74;50%;$ 27161.87
50673;troxerrutina+magn.ascorbato;VERALDID;comp.x 30;Soubeiran Chobe;$ 14591.77;50%;$ 7295.89
50674;troxerrutina+magn.ascorbato;VERALDID;comp.x 60;Soubeiran Chobe;$ 28755.46;50%;$ 14377.73
10558;zinc-piridin-3carboxilato;NICOZINC;comp.x 20;Soubeiran Chobe;$ 8122.89;50%;$ 4061.45
10559;zinc-piridin-3carboxilato;NICOZINC;comp.x 50;Soubeiran Chobe;$ 18437.42;50%;$ 9218.71
45492;zinc-piridin-3carboxilato;NICOZINC;sol.x 20 ml;Soubeiran Chobe;$ 8793.62;50%;$ 4396.81
8649;zinc-piridin-3carboxilato;NICOZINC;sol.x 40 ml;Soubeiran Chobe;$ 12045.52;50%;$ 6022.76
41481;trimebutina;ALTRIP 200;comp.x 60;Spedrog Caillon;$ 593.28;50%;$ 296.64
10490;betametasona;TRANSDERMA B;cr.x 20 g;Szama;$ 433.97;50%;$ 216.99
28649;cistina+asoc.;CISTINA-B6 SZAMA;comp.rec.x 60;Szama;$ 1152;40%;$ 691.2
10493;hidrocortisona;TRANSDERMA H;cr.x 20 g;Szama;$ 433.97;50%;$ 216.99
8742;siliconas+asoc.;NOTOXIN;ung.x 20 g;Szama;$ 567.5;50%;$ 283.75
50097;dexlansoprazol;APATRIX 30;cáps. x 15;Takeda;$ 1148.33;40%;$ 689
50099;dexlansoprazol;APATRIX 60;cáps. x 15;Takeda;$ 1626.26;40%;$ 975.76
35534;hierro+vit.b12+fólico,ác.;FERRANIN COMPLEX;iny.x 10 x 2 ml;Takeda;$ 2652.44;50%;$ 1326.22
1761;hierro+vit.b12+fólico,ác.;FERRANIN COMPLEX;iny.x 5 x 2 ml;Takeda;$ 1671.95;50%;$ 835.98
35533;hierro,polimaltosato;FERRANIN;iny.IM a.x 10 x 2 ml;Takeda;$ 2376.85;50%;$ 1188.43
17563;hierro,polimaltosato;FERRANIN;iny.IM a.x 5 x 2 ml;Takeda;$ 1317.35;50%;$ 658.68
46072;lornoxicam;XEFO RAPID;8 mg comp.rec.x 30;Takeda;$ 861.53;50%;$ 430.77
33570;mesalazina;YOLECOL;500 mg sup.x 30;Takeda;$ 1947.51;50%;$ 973.76
33567;mesalazina;YOLECOL;800 mg comp.x 30;Takeda;$ 3147.68;50%;$ 1573.84
28970;plántago ovata;PLANTABEN;sob.monodosis x 30;Takeda;$ 1624.1;50%;$ 812.05
51322;hierro+vit.b12+fólico,ác.;FERRANIN COMPLEX;comp.rec.x 30;Takeda Argentin;$ 3052.14;50%;$ 1526.07
51319;hierro+vit.b12+fólico,ác.;FERRANIN COMPLEX;comp.rec.x 60;Takeda Argentin;$ 5531.62;50%;$ 2765.81
33568;mesalazina;YOLECOL;800 mg comp.x 60;Takeda Argentin;$ 33803.96;50%;$ 16901.98
33569;mesalazina;YOLECOL;800 mg comp.x 90;Takeda Argentin;$ 45636.72;50%;$ 22818.36
35655;losartán;LOSARTAN TECHSPERE;50 mg comp.x 30;Techsphere;$ 13264.07;60%;$ 5305.63
49533;acetilcisteína;BRONCOLIUM 200;200 mg comp.eferv.x 12;Temis-Lostal¿;$ 3423.61;40%;$ 2054.17
44931;acetilcisteína;BRONCOLIUM;600 mg comp.eferv.x 12;Temis-Lostal¿;$ 19925.94;40%;$ 11955.56
48318;acetilcisteína;BRONCOLIUM;600 mg comp.eferv.x 24;Temis-Lostal¿;$ 33031.78;40%;$ 19819.07
50888;ambroxol+butamirato+clorfeniram.;ASEPTOBRON C PLUS;jbe.x 120 ml;Temis-Lostal¿;$ 30347.24;50%;$ 15173.62
32072;amlodipina;CALPRES;10 mg comp.x 30;Temis-Lostal¿;$ 26077.41;60%;$ 10430.96
32073;amlodipina;CALPRES;10 mg comp.x 60;Temis-Lostal¿;$ 55610.77;60%;$ 22244.31
32070;amlodipina;CALPRES;5 mg comp.x 30;Temis-Lostal¿;$ 18144.96;60%;$ 7257.98
32071;amlodipina;CALPRES;5 mg comp.x 60;Temis-Lostal¿;$ 36077.2;60%;$ 14430.88
32390;bisoprolol;LOSTAPROLOL;10 mg comp.rec.x 30;Temis-Lostal¿;$ 22602.93;60%;$ 9041.17
46746;bisoprolol;LOSTAPROLOL;2.5 mg comp.rec.x 30;Temis-Lostal¿;$ 9119.25;60%;$ 3647.7
32389;bisoprolol;LOSTAPROLOL;5 mg comp.rec.x 30;Temis-Lostal¿;$ 17294.7;60%;$ 6917.88
53385;bisoprolol+hidroclorotiazida;LOSTAPROLOL DIUR 5/12.5;5/12.5 mg comp.x 30;Temis-Lostal¿;$ 651.31;50%;$ 325.66
50868;clorfeniramina maleato+ibuprofen;ASEPTOBRON ANTIGRIPAL FORTE;comp.rec.x 10;Temis-Lostal¿;$ 9142.59;40%;$ 5485.55
50869;clorfeniramina maleato+ibuprofen;ASEPTOBRON ANTIGRIPAL FORTE;comp.rec.x 20;Temis-Lostal¿;$ 8988.67;40%;$ 5393.2
8766;clorfeniramina+dextrometorfano;ASEPTOBRON;jbe.x 150 ml;Temis-Lostal¿;$ 29932.37;40%;$ 17959.42
58298;colestiramina;NIVELIPOL RESINA;pvo.p/susp.oral sob.x 30;Temis-Lostal¿;$ 69571.68;60%;$ 27828.67
35709;condroitín,sulfato+glucosamina;FINDOL PLUS;sob.x 30;Temis-Lostal¿;$ 147271.03;40%;$ 88362.62
22289;diclofenac+vit.b12+betametasona;VIROBRON B12 NF;comp.rec.x 20;Temis-Lostal¿;$ 14737.38;40%;$ 8842.43
8765;dihidrocodeinona+resina-clorf.;ASEPTOBRON UNICAP;cáps.x 15;Temis-Lostal¿;$ 57721.16;50%;$ 28860.58
35864;donepecilo;CEBROCAL;10 mg comp.x 30;Temis-Lostal¿;$ 56741.17;50%;$ 28370.59
35863;donepecilo;CEBROCAL;5 mg comp.x 30;Temis-Lostal¿;$ 45628.32;50%;$ 22814.16
50364;dutasteride;UROCONT;cáps.x 30;Temis-Lostal¿;$ 41124.97;50%;$ 20562.49
53392;dutasteride+tamsulosina;UROCONT DUO;0.5/0.4 mg cáps.x 30;Temis-Lostal¿;$ 62348.34;50%;$ 31174.17
8873;enalapril;VAPRESAN;10 mg comp.x 30;Temis-Lostal¿;$ 11094.85;80%;$ 2218.97
8874;enalapril;VAPRESAN;10 mg comp.x 60;Temis-Lostal¿;$ 19603.28;80%;$ 3920.66
8875;enalapril;VAPRESAN;20 mg comp.x 30;Temis-Lostal¿;$ 11930.96;80%;$ 2386.19
8876;enalapril;VAPRESAN;20 mg comp.x 60;Temis-Lostal¿;$ 27772.89;80%;$ 5554.58
13308;enalapril;VAPRESAN;5 mg comp.x 30;Temis-Lostal¿;$ 7782.9;80%;$ 1556.58
13309;enalapril;VAPRESAN;5 mg comp.x 60;Temis-Lostal¿;$ 12081.33;80%;$ 2416.27
17331;enalapril+hidroclorotiazida;VAPRESAN DIUR;comp.x 30;Temis-Lostal¿;$ 15190.87;80%;$ 3038.17
44049;escitalopram;BEAPLEN 10;10 mg comp.rec.x 30;Temis-Lostal¿;$ 37408.63;50%;$ 18704.32
44050;escitalopram;BEAPLEN 20;20 mg comp.rec.x 30;Temis-Lostal¿;$ 64887.43;50%;$ 32443.72
32392;estriol;COLPOESTRIOL;cr.x 15 g;Temis-Lostal¿;$ 25325;50%;$ 12662.5
48647;estriol;COLPOESTRIOL;óv.x 15;Temis-Lostal¿;$ 36882.86;50%;$ 18441.43
47731;fenofibrato micronizado;LIPTUIN;200 mg cáps.x 30;Temis-Lostal¿;$ 39477.75;60%;$ 15791.1
5792;fluoxetina;EQUILIBRANE;20 mg comp.x 30;Temis-Lostal¿;$ 20115.73;50%;$ 10057.87
17441;fluoxetina;EQUILIBRANE;20 mg comp.x 60;Temis-Lostal¿;$ 40862.33;50%;$ 20431.17
45699;glucosamina;FINDOL;sob.x 30;Temis-Lostal¿;$ 57187.16;40%;$ 34312.3
37828;hierro,polimaltosato;FERRANIN;comp.rec.x 30;Temis-Lostal¿;$ 2878.71;50%;$ 1439.36
47289;ibandronato,sód.+calcio+vit.d3;DISDUAL PLUS;comp.x 1+comp.mast.x 30;Temis-Lostal¿;$ 45720.55;50%;$ 22860.28
47403;ibandrónico,ác.;DISDUAL;150 mg X 1 comp. rec.;Temis-Lostal¿;$ 42130.74;50%;$ 21065.37
44936;levetiracetam;MOLIVAL 1000;1000 mg comp.rec.x 30;Temis-Lostal¿;$ 149093.75;50%;$ 74546.88
44935;levetiracetam;MOLIVAL 500;500 mg comp.rec.x 60;Temis-Lostal¿;$ 139889.24;50%;$ 69944.62
44051;levofloxacina;ZENIC 750;750 mg comp.rec.x 5;Temis-Lostal¿;$ 539.61;60%;$ 215.84
15424;lisado bacteriano;OMMUNAL ADULTOS;cáps.x 10;Temis-Lostal¿;$ 72997.66;40%;$ 43798.6
15425;lisado bacteriano;OMMUNAL NIÑOS;cáps.x 10;Temis-Lostal¿;$ 43063.96;40%;$ 25838.38
8820;loperamida+neomicina;NEOMAS L;comp.x 16;Temis-Lostal¿;$ 21204.97;50%;$ 10602.49
41659;losartán;TEMISARTAN;100 mg comp.x 30;Temis-Lostal¿;$ 30794.75;60%;$ 12317.9
31012;losartán;TEMISARTAN;50 mg comp.x 30;Temis-Lostal¿;$ 25778.56;60%;$ 10311.42
41661;losartán+hidroclorotiazida;TEMISARTAN DIUR 100/25;comp.rec.x 30;Temis-Lostal¿;$ 32176.38;50%;$ 16088.19
41660;losartán+hidroclorotiazida;TEMISARTAN DIUR 50/12.5;comp.rec.x 30;Temis-Lostal¿;$ 29219.46;50%;$ 14609.73
46798;magnesio;TOTAL MAGNESIANO;comp.rec.x 30;Temis-Lostal¿;$ 51799.56;40%;$ 31079.74
46799;magnesio;TOTAL MAGNESIANO;comp.rec.x 60;Temis-Lostal¿;$ 99952.25;40%;$ 59971.35
8854;magnesio;TOTAL MAGNESIANO EFERVESCENTE;comp.x 24;Temis-Lostal¿;$ 41060.23;40%;$ 24636.14
8859;magnesio;TOTAL MAGNESIANO;gran.fco.x 100 g;Temis-Lostal¿;$ 37556.74;40%;$ 22534.04
8858;magnesio;TOTAL MAGNESIANO;gran.fco.x 50 g;Temis-Lostal¿;$ 20023.58;40%;$ 12014.15
21224;magnesio;TOTAL MAGNESIANO LIMON;pvo.gran.x 50 g;Temis-Lostal¿;$ 35613.67;40%;$ 21368.2
45692;magnesio;TOTAL MAGNESIANO EFERVESCENTE;pvo.sob.x 30;Temis-Lostal¿;$ 49955.51;40%;$ 29973.31
30794;magnesio+asoc.;TOTAL MAGNESIANO ENERGIZANTE;comp.eferv.x 12;Temis-Lostal¿;$ 4506.43;40%;$ 2703.86
25768;magnesio+asoc.;TOTAL MAGNESIANO ENERGIZANTE;comp.eferv.x 24;Temis-Lostal¿;$ 32635.79;40%;$ 19581.47
52495;magnesio+asoc.;TOTAL MAGNESIANO VITALIZANTE PLUS;comp.eferv.x 24;Temis-Lostal¿;$ 32810.17;40%;$ 19686.1
21984;magnesio+asoc.;TOTAL MAGNESIANO ANTIOXIDANTE;comp.rec.x 30;Temis-Lostal¿;$ 34236.44;40%;$ 20541.86
51627;magnesio+asoc.;TOTAL MAGNESIANO SPORT;comp.rec.x 30;Temis-Lostal¿;$ 29536.11;40%;$ 17721.67
42227;magnesio+asoc.;TOTAL MAGNESIANO ENERGIZANTE;comp.rec.x 30;Temis-Lostal¿;$ 26807.69;40%;$ 16084.61
48648;magnesio+asoc.;TOTAL MAGNESIANO B6;comp.rec.x 30;Temis-Lostal¿;$ 70162.82;40%;$ 42097.69
52493;magnesio+asoc.;TOTAL MAGNESIANO VITALIZANTE PLUS;comp.rec.x 30;Temis-Lostal¿;$ 26640.99;40%;$ 15984.59
48853;magnesio+asoc.;TOTAL MAGNESIANO B6;comp.rec.x 60;Temis-Lostal¿;$ 42590.4;40%;$ 25554.24
45690;magnesio+asoc.;TOTAL MAGNESIANO STRESS;pvo.eferv.sob.x 30;Temis-Lostal¿;$ 52185.95;40%;$ 31311.57
