NOMBRE,DROGA,PRESENTACION,LABORATORIO,FORMA,VIA,TIPO_DE_VENTA,ACCION,TROQUEL,SNOMED
SOLUC. RINGER LACTATO NORGREEN,soluc.parent/fisiol/glucos/otras,sachet x 500 ml,Norgreen,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,inyectable IV,Venta Bajo Receta,Soluciones parenterales, , 
SOLUC.CLORURADA HIPERTONICA FADA,soluc.parent/fisiol/glucos/otras,20% a.x 25 x 10 ml,Fada Pharma,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,inyectable IV,Venta Bajo Receta,Soluciones cloruradas, ,428521000221107
SOLUC.CLORURADA HIPERTONICA FADA,soluc.parent/fisiol/glucos/otras,20% a.x 25 x 20 ml,Fada Pharma,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,inyectable IV,Venta Bajo Receta,Soluciones cloruradas, ,428531000221105
SOLUC.DEXTROSA NORGREEN,soluc.parent/fisiol/glucos/otras,5% sachet x 1 x 500 ml,Norgreen,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,inyectable IV,Venta Bajo Receta,Soluciones glucosadas, , 
SOLUC.DEXTROSA NORGREEN,soluc.parent/fisiol/glucos/otras,25% a.x 1 x 20 ml,Norgreen,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,inyectable IV,Venta Bajo Receta,Soluciones glucosadas, , 
SOLUC.DEXTROSA NORGREEN,soluc.parent/fisiol/glucos/otras,25% a.x 1 x 10 ml,Norgreen,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,inyectable IV,Venta Bajo Receta,Soluciones glucosadas, , 
SOLUC.DEXTROSA NORGREEN,soluc.parent/fisiol/glucos/otras,5% sachet x 1 x 100 ml,Norgreen,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,inyectable IV,Venta Bajo Receta,Soluciones glucosadas,552071, 
SOLUC.DEXTROSA NORGREEN,soluc.parent/fisiol/glucos/otras,25% sachet x 1 x 500 ml,Norgreen,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,inyectable IV,Venta Bajo Receta,Soluciones glucosadas, , 
SOLUC.FISIOL.CLORURO DE SODIO BINA PHARMA,"sodio,cloruro",sachet x 1 x 500 ml,Bina Pharma S.A.,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,inyectable IM/IV,Venta Bajo Receta,Soluciones cloruradas, ,449391000221107
SOLUC.FISIOL.CLORURO DE SODIO BINA PHARMA,"sodio,cloruro",sachet x 1 x 1000 ml,Bina Pharma S.A.,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,inyectable IM/IV,Venta Bajo Receta,Soluciones cloruradas, , 
SOLUC.FISIOL.DE CLORURO DE SODIO NORGREEN,"sodio,cloruro",sachet x 1 x 500 ml,Norgreen,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,inyectable IM/IV,Venta Bajo Receta,Soluciones fisiológicas, , 
SOLUC.FISIOL.DE CLORURO DE SODIO NORGREEN,"sodio,cloruro",sachet x 1 x 100 ml,Norgreen,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,inyectable IM/IV,Venta Bajo Receta,Soluciones fisiológicas,552042, 
SOLUC.FISIOLOGICA,"sodio,cloruro",1.5 mEq a.x 25,Northia,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,inyectable IM/IV,Venta Bajo Receta,Soluciones fisiológicas, , 
SOLUC.FISIOLOGICA KLONAL,"sodio,cloruro",a.x 100 x 5 ml,Klonal,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,inyectable IM/IV,Venta Bajo Receta,Soluciones fisiológicas, ,309521000221103
SOLUC.FISIOLOGICA VEINFAR,"sodio,cloruro",a.x 100 x 5 ml,Veinfar,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,inyectable IM/IV,Venta Bajo Receta,Soluciones fisiológicas, ,309561000221106
SOLUC.FISIOLOGICA VEINFAR,"sodio,cloruro",a.x 100 x 10 ml,Veinfar,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,inyectable IM/IV,Venta Bajo Receta,Soluciones fisiológicas, ,309531000221100
SOLUC.GLUCOSADA HIPERTONICA,soluc.parent/fisiol/glucos/otras,25% a.x 25 x 20 ml,Fada Pharma,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,inyectable IV,Venta Bajo Receta,Soluciones glucosadas, , 
SOLUC.GLUCOSADA HIPERTONICA,soluc.parent/fisiol/glucos/otras,25% a.x 50 x 20 ml,Fada Pharma,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,inyectable IV,Venta Bajo Receta,Soluciones glucosadas, ,309571000221102
SOLUC.GLUCOSADA HIPERTONICA,soluc.parent/fisiol/glucos/otras,25% a.x 100 x 10 ml,Veinfar,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,inyectable IV,Venta Bajo Receta,Soluciones glucosadas, ,309581000221104
SOLUC.GLUCOSADA HIPERTONICA,soluc.parent/fisiol/glucos/otras,50% a.x 100 x 10 ml,Veinfar,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,inyectable IV,Venta Bajo Receta,Soluciones glucosadas, ,309591000221101
SOLVENTE INDOLORO,lidocaína,1% a.x 100 x 5 ml,Veinfar,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,inyectable IM/SC,Venta Bajo Receta,Solvente indoloro,295057,289111000221109
SOLVENTE INDOLORO MONSERRAT Y ECLAIR,lidocaína,sol.f.a.x 3 x 5 ml,Monserrat,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,inyectable IM,Venta Bajo Receta,Solvente indoloro,4172972,310351000221108
SOLVENTE INDOLORO MONSERRAT Y ECLAIR,lidocaína,sol.f.a.x 24 x 5 ml,Monserrat,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,inyectable IM,Venta Bajo Receta,Solvente indoloro,4172973, 
SOMACTIVE LF,somatotrofina,5mg/1.5ml lap.+cart.,Gemabiotech,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,inyectable SC,Venta Bajo Receta,Somatotrópico, ,443801000221109
SOMACTIVE LF,somatotrofina,10mg/1.5ml lap.+cart.,Gemabiotech,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,inyectable SC,Venta Bajo Receta,Somatotrópico, ,443821000221102
SOMATULINE AUTOGEL 120 MG,lanreótido,jga.prell.x 0.5 ml,Sanofi-Aventis,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,inyectable IM,Venta Bajo Receta,Trat.acromegalia/tum.neuroendóc.,5126501,310401000221103
SOMATULINE AUTOGEL 90 MG,lanreótido,jga.prell.x 0.5 ml,Sanofi-Aventis,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,inyectable IM,Venta Bajo Receta,Trat.acromegalia/tum.neuroendóc.,5126451,310421000221105
SOMAVERT,pegvisomant,10 mg iny.liof.f.a.x 30,Pfizer,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,inyectable SC,Venta Bajo Receta,Análogo hormona de crecimiento,5345841,310431000221108
SOMAVERT,pegvisomant,15 mg iny.liof.f.a.x 30,Pfizer,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,inyectable SC,Venta Bajo Receta,Análogo hormona de crecimiento,5345971,310441000221101
SOMIT,zolpidem,5 mg comp.x 30,Gador,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta Archivada,Hipnótico no benzodiazepinico,4892203,247931000221101
SOMIT,zolpidem,10 mg comp.x 30,Gador,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta Archivada,Hipnótico no benzodiazepinico,3580793,247511000221102
SOMIT CR,zolpidem,6.25 mg comp.lib.mod.x30,Gador,Cáps./Comp. de Liberación Controlada,oral,Venta Bajo Receta Archivada,Hipnótico no benzodiazepinico,5523393,169971000221101
SOMIT CR,zolpidem,12.5 mg comp.lib.mod.x30,Gador,Cáps./Comp. de Liberación Controlada,oral,Venta Bajo Receta Archivada,Hipnótico no benzodiazepinico,5526133,194591000221106
SONDAS GENTLECATH 08 FEM 100% HIDROFILICAS,accesorio,Caja x 30 cód.421570,Convatec,Accesorios medicinales,uso externo,Venta Libre,Accesorios, , 
SONDAS GENTLECATH 08 MASC 100% HIDROFILICAS,accesorio,Caja x 30 cód. 421564,Convatec,Accesorios medicinales,uso externo,Venta Libre,Accesorios, , 
SONDAS GENTLECATH 10 FEM 100% HIDROFILICAS,accesorio,Caja x 30 cód. 421571,Convatec,Accesorios medicinales,uso externo,Venta Libre,Accesorios, , 
SONDAS GENTLECATH 10 MASC 100% HIDROFILICAS,accesorio,Caja x 30 cód. 421565,Convatec,Accesorios medicinales,uso externo,Venta Libre,Accesorios, , 
SONDAS GENTLECATH 12 FEM 100% HIDROFILICAS,accesorio,Caja x 30 cód. 421572,Convatec,Accesorios medicinales,uso externo,Venta Libre,Accesorios, , 
SONDAS GENTLECATH 12 MASC 100% HIDROFILICAS,accesorio,Caja x 30 cód. 421566,Convatec,Accesorios medicinales,uso externo,Venta Libre,Accesorios, , 
SONDAS GENTLECATH 14 FEM 100% HIDROFILICAS,accesorio,Caja x 30 cód. 421573,Convatec,Accesorios medicinales,uso externo,Venta Libre,Accesorios, , 
SONDAS GENTLECATH 14 MASC 100% HIDROFILICAS,accesorio,Caja x 30 cód. 421567,Convatec,Accesorios medicinales,uso externo,Venta Libre,Accesorios, , 
SONDAS GENTLECATH 16 MASC 100% HIDROFILICAS,accesorio,Caja x 30 cód. 421568,Convatec,Accesorios medicinales,uso externo,Venta Libre,Accesorios, , 
SONDAS GENTLECATH GLIDE TIEMANN 12 100% HIDR,accesorio,Caja x 30 cód. 421909,Convatec,Accesorios medicinales,uso externo,Venta Libre,Accesorios, , 
SONDAS GENTLECATH GLIDE TIEMANN 14 100% HIDR,accesorio,Caja x 30 cód. 421910,Convatec,Accesorios medicinales,uso externo,Venta Libre,Accesorios, , 
SONDAS GENTLECATH GLIDE TIEMANN 16 100% HIDR,accesorio,Caja x 30 cód. 421911,Convatec,Accesorios medicinales,uso externo,Venta Libre,Accesorios, , 
SONEFRAN,sorafenib,200 mg comp.rec.x 112,LKM Onco/Especiales,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta Archivada,Antineoplásico, ,378581000221100
SOOLANTRA,ivermectina,1% cr.x 30 g.,Galderma,Cremas/Geles/Pomadas/Ungüentos,uso externo,Venta Bajo Receta,Trat.tópico de la rosácea,6389261,310451000221104
SOPHIPREN OFTENO,prednisolona,colirio x 5 ml,Siegfried,Gotas oftálmicas/Colirios,uso externo,Venta Bajo Receta,Antiinflam.Descongestivo,668326,466051000221103
SOPHIXIN DX,ciprofloxacina+dexametasona,sol.oft.x 5 ml,Siegfried,Gotas oftálmicas/Colirios,uso externo,Venta Bajo Receta,Antibiótico Antiinfl.,670539,466061000221101
SORAFENIB ECZANE,sorafenib,200 mg comp. rec.x 112,Eczane,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta Archivada,Antineoplásico, ,430541000221102
SORSIS,coaltar+asoc.,shamp.x 120 ml,Fortbenton,Shampoo/Jabón líquido,uso externo,Venta Bajo Receta,Antipsoriásico Antieccematoso,4662942,310471000221106
SORSIS,coaltar+asoc.,shamp.x 200 ml,Fortbenton,Shampoo/Jabón líquido,uso externo,Venta Bajo Receta,Antipsoriásico Antieccematoso,4662941,310481000221109
SORSIS,triamcinolona+asoc.,cr.x 45 g,Fortbenton,Cremas/Geles/Pomadas/Ungüentos,uso externo,Venta Bajo Receta,Antipsoriásico Antieccematoso,287714,310491000221107
SORSIS BETA,"betametasona+salicílico,ác.+asoc",loc.x 60 ml c/bomb.pulv.,Fortbenton,Solución de uso externo/Loción,uso externo,Venta Bajo Receta,Antiinflam.Queratolítico,4724815,310501000221102
SOSTEL,paroxetina,20 mg comp.rec.x 30,Richmond,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta Archivada,Antidepresivo,5501552,243551000221107
SOTACOR,sotalol,80 mg comp.x 20,Siegfried,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta,Antiarrítmico,4745281,188141000221101
SOTACOR,sotalol,160 mg comp.x 20,Siegfried,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta,Antiarrítmico,4745361,188081000221108
SOTIL,sitagliptina,25 mg comp.rec.x 30,Casasco,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta,Hipoglucemiante oral,6700002,445591000221104
SOTIL,sitagliptina,50 mg comp.rec.x 30,Casasco,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta,Hipoglucemiante oral,6700132,445601000221109
SOTIL,sitagliptina,100 mg comp.rec.x 30,Casasco,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta,Hipoglucemiante oral,6699972,445581000221102
SOTIL,sitagliptina,25 mg comp.rec.x 60,Casasco,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta,Hipoglucemiante oral,6700003, 
SOTIL,sitagliptina,50 mg comp.rec.x 60,Casasco,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta,Hipoglucemiante oral,6700133, 
SOTIL,sitagliptina,100 mg comp.rec.x 60,Casasco,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta,Hipoglucemiante oral,6699973, 
SOTIL MET,"sitagliptina+metformina,clorh.",50/500 mg comp.rec.x 30,Casasco,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta,Hipoglucemiante oral,6727681,466091000221106
SOTIL MET,"sitagliptina+metformina,clorh.",50/1000 mg comp.rec.x 30,Casasco,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta,Hipoglucemiante oral,6727841,466071000221105
SOTIL MET,"sitagliptina+metformina,clorh.",50/850 mg comp.rec.x 60,Casasco,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta,Hipoglucemiante oral,6727711,466101000221103
SOTIL MET,"sitagliptina+metformina,clorh.",50/1000 mg comp.rec.x 60,Casasco,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta,Hipoglucemiante oral,6727842,466081000221108
SOTIL MET XR,"sitagliptina+metformina,clorh.",100/1000 mg comp.x 30,Casasco,Cáps./Comp. de Liberación Controlada,oral,Venta Bajo Receta,Hipoglucemiante oral,6705002,451031000221109
SOTIL MET XR,"sitagliptina+metformina,clorh.",50/1000 mg comp.x 60,Casasco,Cáps./Comp. de Liberación Controlada,oral,Venta Bajo Receta,Hipoglucemiante oral,6704974,451041000221102
SOTYKTU,deucravacitinib,6 mg cáps. x 30,Bristol,Cápsulas/Softgels,oral,Venta Bajo Receta,Inhibidor de la TYK2, ,466111000221100
SOUVENAID,aminoácidos+carbohidratos+asoc.,vainilla bot.x 4 x 125ml,AMN,Batidos/Puré/Jugos/Otros alimentos,oral,Venta Bajo Receta,Complemento dietario, , 
SPASMEX 15,"trospio,cloruro",15 mg comp.rec.x 30,Biol,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta,Antiespasmódico vesical,457813,140191000221104
SPASMEX 30,"trospio,cloruro",30 mg comp.rec.x 30,Biol,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta,Antiespasmódico vesical,5054461,132131000221103
SPASMOCTYL 40,"otilonio,bromuro",comp.x 20,Siegfried,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta,Antiespasmódico,4490181,198361000221100
SPASMOCTYL 40,"otilonio,bromuro",comp.x 60,Siegfried,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta,Antiespasmódico,4490180,112481000221104
SPASMOCTYL SOMATICO 40,"otilonio,bromuro+diazepam",comp.rec.x 30,Siegfried,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta Archivada,Ansiolítico Antiespasm.,5170691,130851000221102
SPECTREX,sulfametoxazol+trimetoprima,susp.oral x 100 ml,Lafedar,Jarabe/Suspensión oral/Polvo para uso oral,oral,Venta Bajo Receta Archivada,Antibiótico,2996452,310511000221104
SPECTREX,sulfametoxazol+trimetoprima,IV a.x 5 x 5 ml,Lafedar,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,inyectable IV,Venta Bajo Receta Archivada,Quimioterápico, ,310541000221100
SPECTREX,sulfametoxazol+trimetoprima,forte comp.x 10,Lafedar,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta Archivada,Antibacteriano,2996792,161021000221100
SPECTREX,sulfametoxazol+trimetoprima,adultos comp.x 20,Lafedar,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta Archivada,Antibacteriano,2996532,181871000221105
SPECTRILA,asparaginasa,10000 UI pvo.liof.iny.x1,Bioprofarma Bagó,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,inyectable IV,Venta Bajo Receta Archivada,Antineoplásico,665439,432031000221100
SPEEDICATH,accesorio,fem.CH08 long.20 cm x30,Coloplast,Accesorios medicinales,No Clasificada,Venta Libre,Accesorios, , 
SPEEDICATH,accesorio,fem.CH10 long.20 cm x30,Coloplast,Accesorios medicinales,No Clasificada,Venta Libre,Accesorios, , 
SPEEDICATH,accesorio,fem.CH12 long.20 cm x30,Coloplast,Accesorios medicinales,No Clasificada,Venta Libre,Accesorios, , 
SPEEDICATH,accesorio,masc.CH08 long.40 cm x30,Coloplast,Accesorios medicinales,No Clasificada,Venta Libre,Accesorios, , 
SPEEDICATH,accesorio,masc.CH10 long.40 cm x30,Coloplast,Accesorios medicinales,No Clasificada,Venta Libre,Accesorios, , 
SPEEDICATH,accesorio,masc.CH12 long.40 cm x30,Coloplast,Accesorios medicinales,No Clasificada,Venta Libre,Accesorios, , 
SPEEDICATH,accesorio,masc.CH14 long.40 cm x30,Coloplast,Accesorios medicinales,No Clasificada,Venta Libre,Accesorios, , 
SPEEDICATH,accesorio,neo CH06 long.20 cm x30,Coloplast,Accesorios medicinales,No Clasificada,Venta Libre,Accesorios, , 
SPEEDICATH,accesorio,neo CH08 long.30 cm x30,Coloplast,Accesorios medicinales,No Clasificada,Venta Libre,Accesorios, , 
SPEEDICATH,accesorio,ped. CH06 long.30 cm x30,Coloplast,Accesorios medicinales,No Clasificada,Venta Libre,Accesorios, , 
SPEEDICATH,accesorio,ped. CH08 long.30 cm x30,Coloplast,Accesorios medicinales,No Clasificada,Venta Libre,Accesorios, , 
SPEEDICATH COMPACT,accesorio,female CH06 long. 7 cm,Coloplast,Accesorios medicinales,No Clasificada,Venta Libre,Accesorios, , 
SPEEDICATH COMPACT,accesorio,female CH08 long. 7 cm,Coloplast,Accesorios medicinales,No Clasificada,Venta Libre,Accesorios, , 
SPEEDICATH COMPACT,accesorio,plus CH010 long. 9 cm,Coloplast,Accesorios medicinales,No Clasificada,Venta Libre,Accesorios, , 
SPEEDICATH COMPACT,accesorio,plus CH012 long. 9 cm,Coloplast,Accesorios medicinales,No Clasificada,Venta Libre,Accesorios, , 
SPEEDICATH COMPACT,accesorio,plus CH014 long. 9 cm,Coloplast,Accesorios medicinales,No Clasificada,Venta Libre,Accesorios, , 
SPIOLTO RESPIMAT,tiotropio+olodaterol,sol.p/inh.x 30ds.+inhal.,Boehringer Ingelheim,Sprays/Aerosoles/Soluc.p/nebulizar CON AEROCAMARA,inhalatoria,Venta Bajo Receta,Broncodilatador,6399841,385711000221101
SPIRIVA,"tiotropio,bromuro",cáps.p/inhalar x 30,Boehringer Ingelheim,Cápsulas para inhalar,inhalatoria,Venta Bajo Receta,Broncodilatador,5086061,134451000221105
SPIRIVA,"tiotropio,bromuro",cáps.p/inh.x30c/handhal.,Boehringer Ingelheim,Sprays/Aerosoles/Soluc.p/nebulizar CON AEROCAMARA,inhalatoria,Venta Bajo Receta,Broncodilatador,5086063,319931000221106
SPIRULINA NATULIV,spirulina,comp.x 60,Laboratorio ENA,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Libre,Suplemento dietario, , 
SPIRULINA NUTRICEUTIC,spirulina,cáps.x 32,Eurolab,Cápsulas/Softgels,oral,Venta Libre,Suplemento dietario, , 
SPIRULINA SILUET VITAMIN WAY,spirulina+asoc.,cáps.x 30,Pharmamerican S.R.L.,Cápsulas/Softgels,oral,Venta Libre,Suplemento dietario, , 
SPIRULINA SILUET VITAMIN WAY,spirulina+asoc.,cáps.x 60,Pharmamerican S.R.L.,Cápsulas/Softgels,oral,Venta Libre,Suplemento dietario, , 
SPIRULINA SPORT VITAMIN WAY,spirulina+asoc.,cáps.x 30,Pharmamerican S.R.L.,Cápsulas/Softgels,oral,Venta Libre,Suplemento dietario, , 
SPIRULINA VITAMIN WAY,spirulina+asoc.,cáps.x 60,Pharmamerican S.R.L.,Cápsulas/Softgels,oral,Venta Libre,Suplemento dietario, , 
SPRAVATO,esketamina,56mg spray nasal x2x28mg,Janssen-Cilag,Dispositivos especiales/Aplicadores,nasal,Venta Bajo Receta Oficial,Inhibidor no-competitivo del receptor NMDA, ,378591000221102
SPRAVATO,esketamina,84mg spray nasal x3x28mg,Janssen-Cilag,Dispositivos especiales/Aplicadores,nasal,Venta Bajo Receta Oficial,Inhibidor no-competitivo del receptor NMDA, ,378601000221107
SPRAY CORPORAL CALMA MAGNESIO + LAVANDA,producto cosmético,spray x 125 ml,Dr. Madaus,Solución de uso externo/Loción,uso externo,Venta Libre,Dermatocosméticos, , 
SPRAY QUITA AD. ADAPT PARA OSTOMIA,accesorio,caja x 1 unid. cód.7737,Hollister,Accesorios medicinales,uso externo,Venta Libre,Accesorios, , 
SPRYCEL,dasatinib,100 mg comp.rec.x 30,Bristol,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta Archivada,Antineoplásico,5824001,247101000221109
SPRYCEL,dasatinib,20 mg comp.rec.x 60,Bristol,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta Archivada,Antineoplásico,5569711,247691000221108
SPRYCEL,dasatinib,50 mg comp.rec.x 60,Bristol,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta Archivada,Antineoplásico,5569841,247721000221101
SPRYCEL,dasatinib,70 mg comp.rec.x 60,Bristol,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta Archivada,Antineoplásico,5569971,247701000221108
SQUAM,etidronato disódico+asoc.,cr.dental x 80 g,Gador,Cremas dentales,uso externo,Venta Libre,Antisarro Anticaries, , 
SQUAM,etidronato disódico+asoc.,cr.dental x 120 g,Gador,Cremas dentales,uso externo,Venta Libre,Antisarro Anticaries, , 
SQUAM BLANQUEADOR,peróxido de calcio+asoc.,env.x 60 g,Gador,Cremas dentales,uso externo,Venta Libre,Blanqueador dental, , 
SQUAM DOBLE FLUOR,etidronato disódico+asoc.,env.x 60 g,Gador,Cremas dentales,uso externo,Venta Libre,Antisarro Anticaries, , 
SQUAM GEL,etidronato disódico+asoc.,gel x 105 g,Gador,Cremas dentales,uso externo,Venta Libre,Antisarro Anticaries, , 
STALEVO 100,levodopa+carbidopa+entacapone,100 mg comp.rec.x 30,Biosidus S.A.U.,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta,Antiparkinsoniano,5291071,134851000221108
STALEVO 100,levodopa+carbidopa+entacapone,100 mg comp.rec.x 100,Biosidus S.A.U.,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta,Antiparkinsoniano,5291072,134861000221105
STALEVO 125,levodopa+carbidopa+entacapone,125 mg comp.rec.x 30,Biosidus S.A.U.,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta,Antiparkinsoniano,5857001,155461000221105
STALEVO 150,levodopa+carbidopa+entacapone,150 mg comp.rec.x 30,Biosidus S.A.U.,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta,Antiparkinsoniano,5291281,134881000221103
STALEVO 150,levodopa+carbidopa+entacapone,150 mg comp.rec.x 100,Biosidus S.A.U.,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta,Antiparkinsoniano,5291282,135181000221108
STALEVO 200,levodopa+carbidopa+entacapone,200 mg comp.rec.x 30,Biosidus S.A.U.,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta,Antiparkinsoniano,5804131,156651000221104
STALEVO 50,levodopa+carbidopa+entacapone,50 mg comp.rec.x 30,Biosidus S.A.U.,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta,Antiparkinsoniano,5290941,134831000221104
STALEVO 75,levodopa+carbidopa+entacapone,75 mg comp.rec.x 30,Biosidus S.A.U.,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta,Antiparkinsoniano,5856971,155431000221104
STAMARIL,virus atenuados fiebre amarilla,f.a.x 1 ds.+jga.+solv.,Sanofi Health Argentina S.A.,Jeringa prellenada,inyectable SC,Venta Bajo Receta,Vacuna contra la fiebre amarilla,431354,319611000221106
STAQUIS,crisaborol,ung. x 30 g,Pfizer,Cremas/Geles/Pomadas/Ungüentos,uso externo,Venta Bajo Receta,Trat.del eccema atópico, ,449651000221105
STARTER PROTEIN,proteínas,cafe c/leche env.x 400 g,Laboratorio ENA,Granulados,oral,Venta Libre,Suplemento dietario, , 
STELARA,ustekinumab,90mg/1ml autoinyector,Janssen-Cilag,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,inyectable,Venta Bajo Receta Archivada,Inmunomodulador,5946552, 
STELARA,ustekinumab,45mg/0.5 ml vial+j.prell,Janssen-Cilag,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,inyectable,Venta Bajo Receta Archivada,Inmunomodulador,4946682,310611000221103
STELARA,ustekinumab,90mg/1ml vial+jga.prell.,Janssen-Cilag,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,inyectable,Venta Bajo Receta Archivada,Inmunomodulador,5946551,326551000221105
STELARA IV,ustekinumab,130 mg/26 ml vial x 1,Janssen-Cilag,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,inyectable,Venta Bajo Receta Archivada,Inmunomodulador,6556261,325341000221109
STEROGYL,vit.d3,f.a.beb.x 2 ml,Ariston,Ampollas bebibles,oral,Venta Bajo Receta,Vitaminoterapia d,5586841,310621000221108
STEROGYL,vit.d3,f.a.beb.x 3 x 2 ml,Ariston,Ampollas bebibles,oral,Venta Bajo Receta,Vitaminoterapia d,5586842, 
STEROGYL 1000,vit.d3,sol.oral x 4 ml,Ariston,Jarabe/Suspensión oral/Polvo para uso oral,oral,Venta Bajo Receta,Vitaminoterapia d,5867711,310631000221106
STEROGYL 400,vit.d3,sol.oral x 10 ml,Ariston,Jarabe/Suspensión oral/Polvo para uso oral,oral,Venta Bajo Receta,Vitaminoterapia d,5867554,310641000221104
STEVIA PLUS,stevia+sucralosa,env. x 100 ml,PGN,Batidos/Puré/Jugos/Otros alimentos,oral,Venta Libre,Edulcorante, , 
STEVIA PLUS,stevia+sucralosa,env. x 200 ml,PGN,Batidos/Puré/Jugos/Otros alimentos,oral,Venta Libre,Edulcorante, , 
STIVARGA,regorafenib,40 mg tab.3 x 28,Bayer (PH),Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta Archivada,Antineoplásico,6254261,252941000221108
STOMACINE,omeprazol,20mg comp.rec.gastro.x14,Trb-Pharma,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Libre,Antiulceroso, ,164861000221101
