NOMBRE,DROGA,PRESENTACION,LABORATORIO,FORMA,VIA,TIPO_DE_VENTA,ACCION,TROQUEL,SNOMED
EXTENSION,arginina+astrágalo+ginseng+asoc.,cáps.x 10,PGN,Cápsulas/Softgels,oral,Venta Libre,Trat.disfunción sexual masc., , 
EXTRAFOAM L,aloe vera+asoc.,toallitas desc.sob.x 30,Pharmatrix,Toallitas embebidas,uso externo,Venta Libre,Higiene personal, , 
EXTRAFOAM P,"glicólico,ác.+asoc.",toallitas desc.sob.x 30,Pharmatrix,Toallitas embebidas,uso externo,Venta Libre,Higiene personal, , 
EXUDROL BUDE,budesonide,sol.x 20 ml,Lafedar,Sprays/Aerosoles/Soluciones para nebulizar,inhalatoria,Venta Bajo Receta,Antiasmático,561943,276521000221106
EYLIA,aflibercept,40 mg/ml vial x 1,Bayer (PH),Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,inyectable,Venta Bajo Receta Archivada,Antiangiogénico,6233001,276531000221109
EYLIA,aflibercept,114.3 mg/ml vial x 1,Bayer (PH),Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,inyectable,Venta Bajo Receta Archivada,Antiangiogénico,6777261, 
EZALUTA,enzalutamida,40 mg cáps.x 120,Microsules Arg.,Cápsulas/Softgels,oral,Venta Bajo Receta Archivada,Antiandrógeno,675142, 
EZETROL,ezetimibe,10 mg comp.x 30,Organon Arg.,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta,Inhibid.absorción de colesterol,5126193,157081000221100
FABAMOX,amoxicilina,500 mg/5 ml susp.x 90 ml,Savant Generic,Jarabe/Suspensión oral/Polvo para uso oral,oral,Venta Bajo Receta Archivada,Antibiótico,5466262,276561000221103
FABAMOX,amoxicilina,500 mg comp.x 80,Savant Generic,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta Archivada,Antibiótico,5465973,191611000221101
FABAMOX DUO,"amoxicilina+clavulánico,ác.",500/125 mg comp.rec.x 16,Savant Generic,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta Archivada,Antibiótico,5562004,119771000221102
FABAMOX DUO 1 GR,"amoxicilina+clavulánico,ác.",875/125 mg comp.rec.x 14,Savant Generic,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta Archivada,Antibiótico,5562135,119801000221100
FABAMOX DUO SUSPENSION,"amoxicilina+clavulánico,ác.",400/57 mg susp.x 70 ml,Savant Generic,Jarabe/Suspensión oral/Polvo para uso oral,oral,Venta Bajo Receta Archivada,Antibiótico,6025684,276601000221103
FABAMOX PLUS,amoxicilina,875 mg comp.rec.x 14,Savant Generic,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta Archivada,Antibiótico,5466001,191631000221109
FABOGESIC,ibuprofeno,400 mg comp.x 60,Savant Consumer,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Libre,Analgésico Antiinflam., ,497381000221107
FABOGESIC,ibuprofeno,600 mg comp.x 60,Savant Consumer,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta,Analgésico Antiinflam., , 
FABOGESIC 400 RAPIDA ACCION,ibuprofeno,cáps.gelatin.blanda x 10,Savant Consumer,Cápsulas/Softgels,oral,Venta Libre,Analgésico Antiinflam., ,189681000221105
FABOGESIC 400 RAPIDA ACCION,ibuprofeno,cáps.gelat.blanda x 20,Savant Consumer,Cápsulas/Softgels,oral,Venta Libre,Analgésico Antiinflam., , 
FABOGESIC 400 RAPIDA ACCION,ibuprofeno,cáps.gelat.blanda x 60,Savant Consumer,Cápsulas/Softgels,oral,Venta Libre,Analgésico Antiinflam., ,189691000221108
FABOGESIC 600 RAPIDA ACCION,ibuprofeno,cáps.gelat.blanda x 10,Savant Consumer,Cápsulas/Softgels,oral,Venta Bajo Receta,Analgésico Antiinflam.,6165422,110051000221103
FABOGESIC 600 RAPIDA ACCION,ibuprofeno,cáps.gelat.blanda x 20,Savant Consumer,Cápsulas/Softgels,oral,Venta Bajo Receta,Analgésico Antiinflam.,6165424,110041000221100
FABOGESIC 600 RAPIDA ACCION,ibuprofeno,cáps.gelat.blanda x 50,Savant Consumer,Cápsulas/Softgels,oral,Venta Bajo Receta,Analgésico Antiinflam., , 
FABOGESIC ALIV,paracetamol,2% sol.x 120 ml,Savant Consumer,Jarabe/Suspensión oral/Polvo para uso oral,oral,Venta Bajo Receta,Analgésico Antifebril, , 
FABOGESIC ALIV,paracetamol,1g comp.x 80,Savant Consumer,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta,Analgésico Antifebril, , 
FABOGESIC ALIV,paracetamol,500mg comp.x 90,Savant Consumer,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta,Analgésico Antifebril, , 
FABOGESIC B12,diclofenac potásico+asoc.,comp.x 15,Savant Consumer,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta,Analgésico Antiinflam., , 
FABOGESIC COMPLEX,diclofenac sódico+paracetamol,50/400 mg comp.rec.x 10,Savant Consumer,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta,Analgésico Antiinflam., , 
FABOGESIC FLEXI 25,diclofenac sódico,25 mg cáps.x 10,Savant Consumer,Cápsulas/Softgels,oral,Venta Libre,Analgésico Antiinflam., , 
FABOGESIC FLEXI 75,diclofenac sódico,75 mg cáps.x 10,Savant Consumer,Cápsulas/Softgels,oral,Venta Libre,Analgésico Antiinflam., , 
FABOGESIC FLEXI 75,diclofenac sódico,75 mg comp.x 90,Savant Consumer,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Libre,Analgésico Antiinflam., , 
FABOGESIC FLEXI GEL,diclofenac dietilamina,1.16 % pomo x 50 g,Savant Consumer,Cremas/Geles/Pomadas/Ungüentos,uso externo,Venta Bajo Receta,Analgésico tópico Antiinfl., , 
FABOGESIC FLEXI RETARD,diclofenac sódico,100 mg comp.x 90,Savant Consumer,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Libre,Analgésico Antiinflam., , 
FABOGESIC NIÑOS 4%,ibuprofeno,susp.c/jeringa x 100 ml,Savant Consumer,Jarabe/Suspensión oral/Polvo para uso oral,oral,No Clasificados / VL para Mf,Analgésico Antiinflam., , 
FABOGESIC PLEN,diclofenac+pridinol,50/4 mg cáps.x 10,Savant Generic,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta,Antiinflam.Analgésico.Miorrelajante, ,241501000221107
FABOGESIC PLEN,diclofenac+pridinol,50/4 mg cáps.x 30,Savant Consumer,Cápsulas/Softgels,oral,Venta Bajo Receta,Antiinflam.Analgésico.Miorrelajante, , 
FABOGESIC PLEN,diclofenac+pridinol,50/4 mg comp.x 90,Savant Generic,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta,Antiinflam.Analgésico.Miorrelajante, , 
FABOGESIC PLUS,ibuprofeno+cafeína,cáps. x 10,Savant Consumer,Cápsulas/Softgels,oral,Venta Libre,Analgésico Antiinflam., ,465081000221100
FABOGESIC PLUS,ibuprofeno+cafeína,cáps. x 20,Savant Consumer,Cápsulas/Softgels,oral,Venta Libre,Analgésico Antiinflam., , 
FABOGESIC VROZZZ,ibuprofeno+difenhidramina,cáps.gelat.blanda x 10,Savant Consumer,Cápsulas/Softgels,oral,Venta Libre,"Inductor del sueño, analgésico", , 
FABRAMICINA,azitromicina,200 mg/5ml jbe.x 15 ml,Fabra,Jarabe/Suspensión oral/Polvo para uso oral,oral,Venta Bajo Receta Archivada,Antibiótico,3672861,276711000221105
FABRAMICINA,azitromicina,500 mg comp.x 3,Fabra,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta Archivada,Antibiótico,3672781,127771000221100
FABRAZOL,omeprazol,20 mg cáps.x 14,Fabra,Cápsulas/Softgels,oral,Venta Libre,Antiulceroso,3163742,133191000221105
FABRAZOL,omeprazol,20 mg cáps.x 28,Fabra,Cápsulas/Softgels,oral,Venta Libre,Antiulceroso,3163743,133181000221107
FABRAZOL,omeprazol,20 mg cáps.x 30,Fabra,Cápsulas/Softgels,oral,Venta Libre,Antiulceroso,3163744,133171000221109
FABRAZYME,agalsidasa beta,5 mg f.a. x 1,Genzyme de Argentina,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,inyectable,Venta Bajo Receta,Terapia de reemplazo enzimático,5393971, 
FABRAZYME,agalsidasa beta,35 mg f.a. x 1,Genzyme de Argentina,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,inyectable,Venta Bajo Receta,Terapia de reemplazo enzimático,5393841, 
FACEMIL,apremilast,kit inicio,Tuteur,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta,Inmunosupresor,6500710,235491000221103
FACEMIL,apremilast,30 mg comp.x 60,Tuteur,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta,Inmunosupresor,6500841,235511000221106
FACTOFER B12,"hierro,sulfato+asoc.",comp.rec.x 20,Megalabs Argentina,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta,Antianémico,869931,239041000221103
FACTOFER B12,"hierro,sulfato+asoc.",comp.rec.x 50,Megalabs Argentina,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta,Antianémico,869932,239051000221101
FACTOFER GOTAS,"hierro,sulfato",gts.x 20 ml,Megalabs Argentina,Gotas orales,oral,Venta Bajo Receta,Antianémico,4079251,276771000221104
FACTOR AE,vit.a+alantoína+asoc.,cr.x 100 g,Casasco,Cremas/Geles/Pomadas/Ungüentos,uso externo,Venta Libre,Nutriente dérmico,5143192,276821000221109
FACTOR AE,vit.a+alantoína+asoc.,emuls.x 100 ml,Casasco,Emulsiones/Leches de Limpieza,uso externo,Venta Libre,Nutriente dérmico,5143241,276781000221101
FACTOR AE,vit.a+alantoína+asoc.,emuls.x 200 ml,Casasco,Emulsiones/Leches de Limpieza,uso externo,Venta Libre,Nutriente dérmico,5143242,276791000221103
FACTOR AE,vit.a+alantoína+asoc.,cr.x 200 g,Casasco,Cremas/Geles/Pomadas/Ungüentos,uso externo,Venta Libre,Nutriente dérmico,5143193,276831000221107
FACTOR AE,vit.a+alantoína+asoc.,emuls.x 400 ml,Casasco,Emulsiones/Leches de Limpieza,uso externo,Venta Libre,Nutriente dérmico,5143243,276811000221104
FACTOR AE UREA,urea,cr.x 200 g,Casasco,Cremas/Geles/Pomadas/Ungüentos,uso externo,Venta Bajo Receta,Emoliente,6569551,449621000221104
FACTOR AG,simeticona,200 mg comp.x 20,Casasco,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta,Antiflatulento,2627591,154651000221106
FACTOR AG,simeticona,200 mg comp.x 40,Casasco,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta,Antiflatulento,2627592,150311000221107
FACTOR AG ANTIESPASMODICO,"homatropina,metilbr.+simeticona",gts.x 30 ml,Casasco,Gotas orales,oral,Venta Bajo Receta,Antiespasmódico Antiflatulento,190192,276841000221100
FACTOR AG FORTE,simeticona,emuls.x 60 ml,Casasco,Emulsiones/Leches de Limpieza,oral,Venta Bajo Receta,Antiflatulento,184413,276861000221101
FACTOR AG FORTE,simeticona,emuls.x 150 ml,Casasco,Emulsiones/Leches de Limpieza,oral,Venta Bajo Receta,Antiflatulento,184412,276851000221103
FACTOR AG GOTAS,simeticona,Ped.gts.x 30 ml,Casasco,Gotas orales,oral,Venta Bajo Receta,Antiflatulento,2695071,276871000221105
FACTOR AG PLUS,alverina+simeticona,300/60 mg cáps.x 30,Casasco,Cápsulas/Softgels,oral,Venta Bajo Receta,Antiespasmódico Antiflatulento,6752551, 
FACTOR AG PLUS,alverina+simeticona,300/60 mg cáps.x 60,Casasco,Cápsulas/Softgels,oral,Venta Bajo Receta,Antiespasmódico Antiflatulento,6752552, 
FACTOR DERMICO,betametasona+gentamic.+miconazol,pomo x 10 g,Casasco,Cremas/Geles/Pomadas/Ungüentos,uso externo,Venta Bajo Receta,Antibiótico Antiinfl.Antimicot.,4666162,276881000221108
FACTOR DERMICO,betametasona+gentamic.+miconazol,pomo x 20 g,Casasco,Cremas/Geles/Pomadas/Ungüentos,uso externo,Venta Bajo Receta,Antibiótico Antiinfl.Antimicot.,4666161,276891000221106
FACTOR IX (GRININE) GRIFOLS,factor IX,1000UIf.a.liof.+set inf.,Gemabiotech,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,inyectable IV,Venta Bajo Receta,Antihemofílico,5425393,281871000221107
FACTOR VIII ANTIHEMOFILICO UNC,factor VIII,250 UI f.a.x 1+disolv.,Hemoderivados,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,inyectable IV,Venta Bajo Receta,Antihemofílico,528172,276911000221108
FACTOR VIII ANTIHEMOFILICO UNC,factor VIII,500 UI f.a.x 1+disolv.,Hemoderivados,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,inyectable IV,Venta Bajo Receta,Antihemofílico,580226,276921000221103
FACTOR X POLVO,"zinc,undecilenato+asoc.",pvo.x 50 g,Casasco,Polvo uso externo/Talco,uso externo,Venta Bajo Receta,Cicatrizante,6466841,276931000221100
FACTOREX,trimebutina+simeticona,comp.x 30,Casasco,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta,Antiespasmódico Antiflatulento,6433684,230551000221101
FACTOREX,trimebutina+simeticona,comp.x 60,Casasco,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta,Antiespasmódico Antiflatulento,6433685,324711000221105
FADA ACICLOVIR,aciclovir,500 mg liof.f.a.x 50,Fada Pharma,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,inyectable IV,Venta Bajo Receta Archivada,Antiviral, ,276941000221107
FADA CLINDAMICINA,clindamicina,600 mg a.x 25 x 4 ml,Fada Pharma,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,inyectable IM/IV,Venta Bajo Receta Archivada,Antibiótico, , 
FADA DICLOFENAC,diclofenac sódico,75 mg a.x 25 x 3 ml,Fada Pharma,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,inyectable IM,Venta Bajo Receta,Analgésico Antiinflam., ,428471000221109
FADA DIPIRONA,dipirona,1000 mg a.x 25 x 2 ml,Fada Pharma,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,inyectable IM/IV,Venta Bajo Receta,Analgésico Antifebril, ,428481000221107
FADA DIPIRONA,dipirona,2.5 g a.x 25 x 5 ml,Fada Pharma,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,inyectable IM/IV,Venta Bajo Receta,Analgésico Antifebril, , 
FADA FENOBARBITAL,fenobarbital,100 mg a.x 25 x 2 ml,Fada Pharma,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,inyectable IM/IV,Venta Bajo Receta Archivada,Hipnosedante Anticonvulsivo, ,462291000221102
FADA IMIPENEM,imipenem+cilastatín,500 mg IV f.a.x 25,Fada Pharma,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,inyectable IV,Venta Bajo Receta Archivada,Antibiótico, ,277131000221100
FADA ISOXSUPRINA,isoxsuprina,10 mg a.x 25 x 2 ml,Fada Pharma,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,inyectable IM/IV,Venta Bajo Receta,Relajante uterino, , 
FADA MEROPENEM,meropenem,500 mg f.a.x 25,Fada Pharma,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,inyectable IV,Venta Bajo Receta Archivada,Antibiótico, ,326811000221106
FADA MEROPENEM,meropenem,1 g f.a.x 25,Fada Pharma,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,inyectable IV,Venta Bajo Receta Archivada,Antibiótico, ,326631000221102
FADA MESNA,mesna,200 mg a.x 10,Fada Pharma,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,inyectable IV,Venta Bajo Receta,Coadyuvante en oncología,6132391,277181000221104
FADA METILPREDNISOLONA,metilprednisolona,500 mg iny.f.a.x 5,Fada Pharma,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,inyectable IV,Venta Bajo Receta,Corticosteroide, ,277191000221101
FADA MIDAZOLAM,midazolam,15 mg/3 ml iny.a.x 25,Fada Pharma,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,inyectable IM/IV,Venta Bajo Receta Archivada,Hipnótico, ,407561000221107
FADA OMEPRAZOL,omeprazol,40 mg f.a.x 25 (c/solv.),Fada Pharma,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,inyectable IV,Venta Bajo Receta,Antiulceroso, ,277221000221105
FADA REMIFENTANILO,remifentanilo,5 mg f.a.x 25,Fada Pharma,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,inyectable IV,Venta Bajo Receta Oficial,Analgésico, ,277311000221106
FADA TRAMADOL,tramadol,100 mg a.x 25 x 2 ml,Fada Pharma,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,inyectable IV,Venta Bajo Receta Archivada,Analgésico, ,277351000221107
FADAFILINA,aminofilina,IV a.x 25 x 10 ml,Fada Pharma,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,inyectable IV,Venta Bajo Receta,Broncodilatador, ,428461000221100
FADAFLUMAZ,flumazenil,0.5 mg iny.a.x 25 x 5 ml,Fada Pharma,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,inyectable IV,Venta Bajo Receta,Antagonista benzodiazepínico, ,443271000221102
FADALEFRINA,fenilefrina,10 mg a.x 25 x 1 ml,Fada Pharma,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,inyectable IV/IM/SC,Venta Bajo Receta Archivada,Simpaticomimético, ,277411000221104
FADALEX,difenhidramina,2.5 mg/ml jbe.x 120 ml,Biosintex Retail,Jarabe/Suspensión oral/Polvo para uso oral,oral,Venta Bajo Receta,Antihistamínico,274501,277421000221109
FADASTIGMINA,neostigmina,0.5 mg a.x 25 x 1 ml,Fada Pharma,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,inyectable,Venta Bajo Receta,Parasimpaticomimético, ,428771000221100
FALAMEN,axitinib,1 mg comp.rec.x 60,Aspen,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta Archivada,Antineoplásico,6678551,445181000221105
FALAMEN,axitinib,5 mg comp.rec.x 60,Aspen,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta Archivada,Antineoplásico,6678421,445171000221107
FALGOS,"acetilsalicílico,ác.+asoc.",comp.x 12,Elea,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Libre,Analgésico Antifebril, ,323181000221104
FALGOS  EXPENDEDOR X 25 BL,"acetilsalicílico,ác.+asoc.",comp. x 4 x 25 blíst.,Elea,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Libre,Analgésico Antifebril, ,183341000221107
FALIC,sildenafil,50 mg comp.mast.x 2,Trb-Pharma,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta Archivada,Trat.disfunción sexual masc.,5620712,249191000221106
FALIC,sildenafil,50 mg comp.rec.ran.x 2,Trb-Pharma,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta Archivada,Trat.disfunción sexual masc.,5311841,249201000221109
FALIC,sildenafil,50 mg comp.mast.x 20,Trb-Pharma,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta Archivada,Trat.disfunción sexual masc.,5620714,249171000221105
FALIC,sildenafil,50mg 20 blíst.x1comp.ran,Trb-Pharma,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta Archivada,Trat.disfunción sexual masc.,5311844,249181000221108
FALIC 36,tadalafilo,20 mg comp.rec.x 2,Trb-Pharma,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta,Trat.de la disfunción eréctil,6487971,235061000221102
FALIC 36,tadalafilo,5 mg comp.rec.x 30,Trb-Pharma,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta,Trat.de la disfunción eréctil,6487841,235081000221109
FALIC EXCITACION,producto cosmético,gel íntimo pomo x 22 g,Trb-Pharma,Cremas/Geles/Pomadas/Ungüentos,uso externo,Venta Libre,Lubricante, , 
FALIC GEL,producto cosmético,pomo x 50 g,Trb-Pharma,Cremas/Geles/Pomadas/Ungüentos,uso externo,Venta Libre,Lubricante, , 
FAMPYRA,fampridina,comp.rec.lib.prol.x 56,Biopas Argentina,Cáps./Comp. de Liberación Controlada,oral,Venta Bajo Receta,Trat.de la esclerosis múltiple,6238422,253891000221104
FANALETAS CARAMELOS (VENTA LIBRE),tirotricina+benzocaína+asoc.,blíst.x 6,Lazar,Caramelos,oral,Venta Libre,Antibiótico Anestésico bucof., ,238241000221103
FANGAN,ketoconazol,ov.x 5,Lazar,Ovulos/Comprimidos vaginales,vaginal,Venta Bajo Receta,Antimicótico,3686561,134941000221104
FANGAN DUO,clindamicina+ketoconazol,400/100 mg óv.x 7,Lazar,Ovulos/Comprimidos vaginales,vaginal,Venta Bajo Receta,Antimicótico Antibacteriano,6326261,217561000221106
FANGAN PLUS,miconazol+metronidazol+asoc.,óv.x 6,Lazar,Ovulos/Comprimidos vaginales,vaginal,Venta Bajo Receta,Antiinfeccioso vaginal,5754391,236941000221105
FANGAN PLUS,miconazol+metronidazol+asoc.,óv.x 12,Lazar,Ovulos/Comprimidos vaginales,vaginal,Venta Bajo Receta,Antiinfeccioso vaginal,5754392,236931000221103
FANIDIN,tafamidis meglumina,20 mg cáps.bl.x 30,Tuteur,Cápsulas/Softgels,oral,Venta Bajo Receta,Estabilizador transtiretina (TTR), , 
FANIDIN,tafamidis meglumina,20 mg cáps.bl.x 120,Tuteur,Cápsulas/Softgels,oral,Venta Bajo Receta,Estabilizador transtiretina (TTR), , 
FANITRIX,afatinib,20 mg comp.x 28,Tuteur,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta Archivada,Antineoplásico,6579553, 
FANITRIX,afatinib,30 mg comp.x 28,Tuteur,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta Archivada,Antineoplásico,6579843,387441000221102
FANITRIX,afatinib,40 mg comp.x 28,Tuteur,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta Archivada,Antineoplásico,6579683,387451000221100
FANTER,dapagliflozina,10 mg comp. x 30,Raffo,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta,Hipoglucemiante oral,6731711,464081000221104
FAPRIS,desvenlafaxina,50mg comp.rec.lib.pr.x30,Raffo,Cáps./Comp. de Liberación Controlada,oral,Venta Bajo Receta Archivada,Antidepresivo,6129004,189621000221106
FAPRIS,desvenlafaxina,100mg comp.rec.lib.prx30,Raffo,Cáps./Comp. de Liberación Controlada,oral,Venta Bajo Receta Archivada,Antidepresivo,6129134,189641000221102
FARADIL,metoclopramida+simeticona+asoc.,comp.x 50,Sidus,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta Archivada,Gastrocinético Antiflatulento,1000583,239511000221108
FARADIL 200,metoclopramida+simeticona+asoc.,200 mg grag.x 50,Sidus,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta Archivada,Gastrocinético Antiflatulento,1000589,123571000221100
FARM-X CREMA,"zinc,undecilenato+asoc.",cr.x 50 g,Laboratorios Felipe Bajer,Cremas/Geles/Pomadas/Ungüentos,uso externo,Venta Libre,Cicatrizante,3467511,277531000221106
FARM-X POLVO,"zinc,undecilenato+asoc.",pvo.x 50 g,Laboratorios Felipe Bajer,Polvo uso externo/Talco,uso externo,Venta Bajo Receta,Cicatrizante,112051,277541000221104
FARMACLEAN MASCARA PUNTOS NEGROS,producto cosmético,pouch x 7 ml,Formulab,Cremas/Geles/Pomadas/Ungüentos,uso externo,Venta Libre,Dermatocosméticos, , 
FARMACLEAN MASCARA PUNTOS NEGROS,producto cosmético,pouch x 4 x 7 ml c/u,Formulab,Cremas/Geles/Pomadas/Ungüentos,uso externo,Venta Libre,Dermatocosméticos, , 
FARMACLEAN MASCARA PUNTOS NEGROS,producto cosmético,pouch x 25 x 7 ml c/u,Formulab,Cremas/Geles/Pomadas/Ungüentos,uso externo,Venta Libre,Dermatocosméticos, , 
FARMACOLOR,producto cosmético,1 negro indiv.x 1,Excelentia,Shampoo/Jabón líquido,uso externo,Venta Libre,Dermatocosméticos, , 
FARMACOLOR,producto cosmético,10rubio clar/clar.ind.x1,Excelentia,Shampoo/Jabón líquido,uso externo,Venta Libre,Dermatocosméticos, , 
FARMACOLOR,producto cosmético,3 castaño oscuro ind.x 1,Excelentia,Shampoo/Jabón líquido,uso externo,Venta Libre,Dermatocosméticos, , 
FARMACOLOR,producto cosmético,4 castaño ind.x 1,Excelentia,Shampoo/Jabón líquido,uso externo,Venta Libre,Dermatocosméticos, , 
FARMACOLOR,producto cosmético,4.6 castaño rojizo indx1,Excelentia,Shampoo/Jabón líquido,uso externo,Venta Libre,Dermatocosméticos, , 
FARMACOLOR,producto cosmético,5 castaño claro ind.x 1,Excelentia,Shampoo/Jabón líquido,uso externo,Venta Libre,Dermatocosméticos, , 
FARMACOLOR,producto cosmético,5.6 cast.cla.rojiz.indx1,Excelentia,Shampoo/Jabón líquido,uso externo,Venta Libre,Dermatocosméticos, , 
FARMACOLOR,producto cosmético,6 rubio oscuro ind.x 1,Excelentia,Shampoo/Jabón líquido,uso externo,Venta Libre,Dermatocosméticos, , 
FARMACOLOR,producto cosmético,6.4 cobre ind.x 1,Excelentia,Shampoo/Jabón líquido,uso externo,Venta Libre,Dermatocosméticos, , 
FARMACOLOR,producto cosmético,6.6 rojo ind.x 1,Excelentia,Shampoo/Jabón líquido,uso externo,Venta Libre,Dermatocosméticos, , 
FARMACOLOR,producto cosmético,6.7 chocolate ind.x 1,Excelentia,Shampoo/Jabón líquido,uso externo,Venta Libre,Dermatocosméticos, , 
FARMACOLOR,producto cosmético,7 rubio ind.x 1,Excelentia,Shampoo/Jabón líquido,uso externo,Venta Libre,Dermatocosméticos, , 
FARMACOLOR,producto cosmético,7.1 rubio ceniza ind.x 1,Excelentia,Shampoo/Jabón líquido,uso externo,Venta Libre,Dermatocosméticos, , 
FARMACOLOR,producto cosmético,7.3 rubio dorado ind.x 1,Excelentia,Shampoo/Jabón líquido,uso externo,Venta Libre,Dermatocosméticos, , 
FARMACOLOR,producto cosmético,8 rubio claro ind.x 1,Excelentia,Shampoo/Jabón líquido,uso externo,Venta Libre,Dermatocosméticos, , 
FARMACOLOR,producto cosmético,8.1rubio cla.ceniz.indx1,Excelentia,Shampoo/Jabón líquido,uso externo,Venta Libre,Dermatocosméticos, , 
FARMACOLOR,producto cosmético,8.3rubio cl.dorado indx1,Excelentia,Shampoo/Jabón líquido,uso externo,Venta Libre,Dermatocosméticos, , 
FARMACOLOR,producto cosmético,9 rubio muy claro ind.x1,Excelentia,Shampoo/Jabón líquido,uso externo,Venta Libre,Dermatocosméticos, , 
FARMACOLOR,producto cosmético,1 negro kit x 1,Excelentia,Kit,uso externo,Venta Libre,Dermatocosméticos, , 
FARMACOLOR,producto cosmético,10rubio claro/cl.kitx1,Excelentia,Kit,uso externo,Venta Libre,Dermatocosméticos, , 
FARMACOLOR,producto cosmético,3 castaño oscuro kit x 1,Excelentia,Kit,uso externo,Venta Libre,Dermatocosméticos, , 
FARMACOLOR,producto cosmético,4 castaño kit x 1,Excelentia,Kit,uso externo,Venta Libre,Dermatocosméticos, , 
