NOMBRE,DROGA,PRESENTACION,LABORATORIO,PRECIO,PRECIOPAMI,FORMA,VIA,POTENCIA,UPOTENCIA,UNIDADES,TIPOUNIDAD,TIPO_DE_VENTA,ACCION,TROQUEL,SNOMED,GTIN1,C_BARRA,IMPORTADO,D_MARCA_CONTROLADO
ACEITE DE LORENZO,aceite glicerol trioleato,env.x 500 ml,AMN,3934790,0,Batidos/Puré/Jugos/Otros alimentos,oral,,No Clasificada,1,unidades de 500 ml,Venta Bajo Receta,Alimentos propós.médico específ., , ,5016533647174,5016533647174,Importado,NO CONTROLADO
ACEITE DE OREGANO,aceite de orégano+asoc,env.x 30 ml,Provefarma,20475,0,Jarabe/Suspensión oral/Polvo para uso oral,oral,,No Clasificada,1,unidades de 30 ml,Venta Libre,Suplemento dietario, , ,7798119969723,7798119969723,Nacional,NO CONTROLADO
ACEITE DE PESCADO 1000,aceite de pescado+asoc.,cáps.blandas x 30,Provefarma,13282,0,Cápsulas/Softgels,oral,,No Clasificada,30,unidades,Venta Libre,Suplemento dietario, , ,7798119960263,7798119960263,Nacional,NO CONTROLADO
ACEITE DE PESCADO 1000,aceite de pescado+asoc.,cáps.blandas x 60,Provefarma,24832,0,Cápsulas/Softgels,oral,,No Clasificada,60,unidades,Venta Libre,Suplemento dietario, , ,7798119960591,7798119960591,Nacional,NO CONTROLADO
ACEITE DE PESCADO GARDEN HOUSE,aceite de pescado,cáps.x 20,Garden House Argentina,13890,0,Cápsulas/Softgels,oral,,mg,20,unidades,Venta Libre,Suplemento dietario, , ,7798023941181,7798023941181,Nacional,NO CONTROLADO
ACEITE DE PESCADO GARDEN HOUSE,aceite de pescado,cáps.x 30,Garden House Argentina,18410,0,Cápsulas/Softgels,oral,,mg,30,unidades,Venta Libre,Suplemento dietario, , ,7798143170126,7798143170126,Nacional,NO CONTROLADO
ACEITE DE PESCADO GARDEN HOUSE,aceite de pescado,cáps.x 60,Garden House Argentina,34810,0,Cápsulas/Softgels,oral,,mg,60,unidades,Venta Libre,Suplemento dietario, , ,7798143170133,7798143170133,Importado,NO CONTROLADO
ACEITE DE PESCADO OMEGANAT,aceite de pescado,cáps. blandas x 60,Provefarma,40950,0,Cápsulas/Softgels,oral,,No Clasificada,60,unidades,Venta Libre,Suplemento dietario, , ,7798119969761,7798119969761,Nacional,NO CONTROLADO
ACEITE DE RICINO EWE,"ricinoleico,ác.triglicérido",fco.x 30 ml,Sanitas,5380,0,Jarabe/Suspensión oral/Polvo para uso oral,oral,,No Clasificada,1,unidades de 30 ml,Venta Libre,Laxante, , ,7797811099400,7797811099400,Nacional,NO CONTROLADO
ACEITE DE RICINO EWE,"ricinoleico,ác.triglicérido",fco.x 50 ml,Sanitas,7480,0,Jarabe/Suspensión oral/Polvo para uso oral,oral,,No Clasificada,1,unidades de 50 ml,Venta Libre,Laxante, , ,7797811099417,7797811099417,Nacional,NO CONTROLADO
ACEITE DE TEA TREE OIL EWE,aceite de tea tree,fco.x 20 ml,Sanitas,23460,0,Solución de uso externo/Loción,oral,,No Clasificada,1,unidades de 20 ml,Venta Libre,Dermatocosméticos, , ,7797811099486,7797811099486,Nacional,NO CONTROLADO
ACEITE ESMERALDA MOONE,"alcanfor+metilo,salicilato+asoc.",frasco x 70 ml,Laboratorio Dicofar,13470,0,Solución de uso externo/Loción,uso externo,,No Clasificada,1,unidades de 70 ml,Venta Libre,Antiinflam.Antirreumático, ,373701000221105,07798095260098,7798095260098,Nacional,NO CONTROLADO
ACEMUK,acetilcisteína,600 mg tab.eferv.x 5,Siegfried,12681,0,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,5,unidades,Venta Bajo Receta,Mucolítico, ,169601000221102,07798129417023,7798129417023,Nacional,NO CONTROLADO
ACEMUK,acetilcisteína,200 mg tab.eferv.x 10,Siegfried,13266,0,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,10,unidades,Venta Libre,Mucolítico,4323943,161761000221106,07798129417030,7795380000773,Nacional,NO CONTROLADO
ACEMUK,acetilcisteína,200mg (VL) tab.eferv.x10,Siegfried,13266,0,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,10,unidades,Venta Libre,Mucolítico, , ,7798129418105,7798129418105,Nacional,NO CONTROLADO
ACEMUK,acetilcisteína,600 mg tab.eferv.x 10,Siegfried,16474,0,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,10,unidades,Venta Bajo Receta,Mucolítico,4324010,182831000221101,07798129415043,7795380004092,Nacional,NO CONTROLADO
ACEMUK,acetilcisteína,600 mg tab.eferv.x 12,Siegfried,25431,0,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,12,unidades,Venta Bajo Receta,Mucolítico,4324015, ,7795380001657,7795380001657,Nacional,NO CONTROLADO
ACEMUK,acetilcisteína,600 mg tab.eferv.x 20,Siegfried,26775,0,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,20,unidades,Venta Bajo Receta,Mucolítico,4324011,121771000221107,07798129415050,7795380004108,Nacional,NO CONTROLADO
ACEMUK,acetilcisteína,600 mg tab.eferv.x 60,Siegfried,70947,0,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,60,unidades,Venta Bajo Receta,Mucolítico,4324013,121781000221105,07798129416804,7795380042797,Nacional,NO CONTROLADO
ACEMUK BIOTIC,amoxicilina+acetilcisteína,500/200 mg sob.x 21,Siegfried,5501,0,Jarabe/Suspensión oral/Polvo para uso oral,oral,,mg,21,unidades,Venta Bajo Receta Archivada,Antibiótico Mucolítico,3990573, ,7795380003736,7795380003736,Nacional,VENTA VIGILADA
ACEMUK BIOTIC DUO,amoxicilina+acetilcisteína,comp.rec.x 14,Siegfried,19189,18603,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,14,unidades,Venta Bajo Receta Archivada,Antibiótico Mucolítico,5615554,107791000221106,07798129417078,7795380004436,Nacional,VENTA VIGILADA
ACEMUK DIA Y NOCHE,acetilcisteína+paracet.+asoc.,comp.eferv.x 16,Siegfried,14862,14862,Comprimidos/Pastillas/Tabletas/Grageas,oral,,No Clasificada,16,unidades,Venta Bajo Receta,Antigripal,5916002,176391000221100,07798129415852,7795380042780,Nacional,NO CONTROLADO
ACEMUK GRIP,acetilcisteína+paracet.+asoc.,comp.eferv.x 10,Siegfried,10063,0,Comprimidos/Pastillas/Tabletas/Grageas,oral,,No Clasificada,10,unidades,Venta Bajo Receta,Antigripal,6749551, ,07798129417719,7798129417719,Nacional,NO CONTROLADO
ACEMUK JARABE,acetilcisteína,jbe.x 100 ml,Siegfried,13913,0,Jarabe/Suspensión oral/Polvo para uso oral,oral,,mg/5 ml,1,unidades de 100 ml,Venta Bajo Receta,Mucolítico,4837351,256101000221105,07798129416781,7795380004139,Nacional,NO CONTROLADO
ACEMUK L,acetilcisteína+tirotricina+asoc.,comp.x 20,Siegfried,13206,12551,Comprimidos/Pastillas/Tabletas/Grageas,oral,,No Clasificada,20,unidades,Venta Bajo Receta Archivada,Antibiótico Mucolítico,5752684,240071000221103,07798129417085,7795380010437,Nacional,VENTA VIGILADA
ACENOCOUMAROL ROSPAW,acenocumarol,4 mg comp.x 20,Rospaw,30021,12842,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,20,unidades,Venta Bajo Receta,Anticoagulante,558468,183231000221105,07798118063125,7798118063125,Nacional,NO CONTROLADO
ACERPES,aciclovir,5% cr.x 5 g,Siegfried,8718,0,Cremas/Geles/Pomadas/Ungüentos,uso externo,,%,1,unidades de 5 g,Venta Libre,Antiviral,4511622,256121000221103,07798129415494,7795380004085,Nacional,NO CONTROLADO
ACERPES,aciclovir,400 mg comp.x 20,Siegfried,19716,17822,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,20,unidades,Venta Bajo Receta Archivada,Antiviral,4511883,162551000221106,07798129415456,7795380004054,Nacional,VENTA VIGILADA
ACERPES,aciclovir,800 mg comp.x 20,Siegfried,36174,32699,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,20,unidades,Venta Bajo Receta Archivada,Antiviral,4511963,162571000221104,07798129415463,7795380004061,Nacional,VENTA VIGILADA
ACETA,acetazolamida,250 mg comp.x 20,Novoplos,20530,14890,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,20,unidades,Venta Bajo Receta,Antiglaucomatoso,6209711,228621000221107,07795373022584,7795373022584,Nacional,NO CONTROLADO
ACI-TIP,magaldrato+simeticona,susp.x 200 ml,Siegfried,16509,0,Jarabe/Suspensión oral/Polvo para uso oral,oral,,mg/5 ml,1,unidades de 200 ml,Venta Bajo Receta,Antiácido Antiflatulento,3086942,256251000221104,07795345002033,7795345002033,Nacional,NO CONTROLADO
ACICLOVIR GEMEPE,aciclovir,500 mg f.a.x 50 x 20 ml,Gemepe,2922691,0,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,inyectable IV,,mg,50,unidades de 20 ml,Venta Bajo Receta Archivada,Antiviral, ,325981000221100,07798015901452,7798015901452,Nacional,VENTA VIGILADA
ACICLOVIR PHARMAVIAL 500,aciclovir,500 mg f.a.x 50 E.H.,IBC,2787785,0,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,inyectable IV,,mg,50,unidades,Venta Libre,Antiviral, , ,1779817858017,1779817858017,Nacional,VENTA VIGILADA
ACICLOVIR PHARMAVIAL 500,aciclovir,500 mg f.a.x 100 E.H.,IBC,5559138,0,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,inyectable IV,,mg,100,unidades,Venta Libre,Antiviral, ,256141000221107,27798178580178,7798178580178,Nacional,VENTA VIGILADA
ACIDO FOLICO RICHMOND,"fólico,ác.",1 mg comp.x 60,Richmond,26065,0,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,60,unidades,Venta Bajo Receta,Antianémico,4582091,112421000221103,07795348002795,7795348002795,Nacional,NO CONTROLADO
ACIDO FOLICO RICHMOND,"fólico,ác.",5 mg comp.x 60,Richmond,35067,0,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,60,unidades,Venta Bajo Receta,Antianémico,4582251,112441000221107,07795348002818,7795348002818,Nacional,NO CONTROLADO
ACIDO FOLICO VANNIER,"fólico,ác.",10 mg comp.x 30,Vannier,29889,0,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,30,unidades,Venta Bajo Receta,Antianémico,4537121,110941000221104,07795372000781,7795372000781,Nacional,NO CONTROLADO
ACIDO FOLICO VANNIER,"fólico,ác.",1 mg comp.x 30,Vannier,15744,0,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,30,unidades,Venta Bajo Receta,Antianémico,453738,111001000221106,07795372459411,7795372459411,Nacional,NO CONTROLADO
ACIDO FOLICO VANNIER,"fólico,ác.",5 mg comp.x 30,Vannier,20302,0,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,30,unidades,Venta Bajo Receta,Antianémico,4537201,110971000221109,07795372000774,7795372000774,Nacional,NO CONTROLADO
ACIDO HIALURONICO,"hialurónico,ác.+asoc.",cáps. x 30,Provefarma,20475,0,Cápsulas/Softgels,oral,,No Clasificada,30,unidades,Venta Libre,Suplemento dietario, , ,7798119969327,7798119969327,Nacional,NO CONTROLADO
ACIDO HIALURONICO VITAMIN WAY,"hialurónico,ác.+asoc.",cáps.x 30,Pharmamerican S.R.L.,20339,0,Cápsulas/Softgels,oral,,No Clasificada,30,unidades,Venta Libre,Suplemento dietario, , ,7798008293878,7798008293878,Nacional,NO CONTROLADO
ACIDO ZOLEDRONICO IMA,"zoledrónico,ác.",4 mg pvo.liof.x 1+solv.,IMA,716581,0,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,inyectable IV,,mg/5 ml,1,unidades de 5 ml,Venta Bajo Receta,Inhibidor resorc.osteoclástica,580197,256161000221106,07798091910126,7798091910126,Nacional,NO CONTROLADO
ACIDO ZOLEDRONICO MICROSULES,"zoledrónico,ác.",4 mg iny.liof.x 1+solv.,Microsules Arg.,767726,0,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,inyectable IV,,mg/5 ml,1,unidades de 5 ml,Venta Bajo Receta,Inhibidor resorc.osteoclástica,5499261,256171000221102,07791829000694,7791829000694,Nacional,NO CONTROLADO
ACIDO ZOLEDRONICO RICHET,"zoledrónico,ác.",4mg/5ml liof.f.a.x1+solv,Richet,583220,0,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,inyectable IV,,mg/5 ml,1,unidades de 5 ml,Venta Bajo Receta,Inhibidor resorc.osteoclástica,5704391,256181000221104,07795336292467,7795336292467,Nacional,NO CONTROLADO
ACIFOL,"fólico,ác.",1 mg comp.x 30,Domínguez,16359,9001,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,30,unidades,Venta Bajo Receta,Antianémico,3444321,253101000221102,07795327000040,7795327000040,Nacional,NO CONTROLADO
ACIFOL,"fólico,ác.",1 mg comp.x 60,Domínguez,27273,15300,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,60,unidades,Venta Bajo Receta,Antianémico,3444322,253111000221104,07795327000057,7795327000057,Nacional,NO CONTROLADO
ACIFOL 10,"fólico,ác.",10 mg comp.x 30,Domínguez,30785,19238,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,30,unidades,Venta Bajo Receta,Antianémico,4465431,251771000221105,07795327061300,7795327061300,Nacional,NO CONTROLADO
ACIFOL 10,"fólico,ác.",10 mg comp.x 60,Domínguez,50418,31507,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,60,unidades,Venta Bajo Receta,Antianémico,4465432,251781000221108,07795327061317,7795327061317,Nacional,NO CONTROLADO
ACIFOL 5,"fólico,ác.",5 mg comp.x 30,Domínguez,21065,11816,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,30,unidades,Venta Bajo Receta,Antianémico,3978451,253121000221109,07795327060082,7795327060082,Nacional,NO CONTROLADO
ACIFOL 5,"fólico,ác.",5 mg comp.x 60,Domínguez,35864,20119,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,60,unidades,Venta Bajo Receta,Antianémico,3978452,253131000221107,07795327060099,7795327060099,Nacional,NO CONTROLADO
ACIFOL B12,"fólico,ác.+vit.b",comp.x 30,Domínguez,33240,17038,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,30,unidades,Venta Bajo Receta,Antianémico,5097631,140691000221107,07795327061980,7795327061980,Nacional,NO CONTROLADO
ACIFOL B12,"fólico,ác.+vit.b",comp.x 60,Domínguez,56636,29030,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,60,unidades,Venta Bajo Receta,Antianémico,5097632,140701000221107,07795327061997,7795327061997,Nacional,NO CONTROLADO
ACIFOL FE,"hierro+vit.b12+fólico,ác.",comp.x 30,Domínguez,30953,29541,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,30,unidades,Venta Bajo Receta,Antianémico,6400971,239601000221106,07795327064684,7795327064684,Nacional,NO CONTROLADO
ACIFOL FE,"hierro+vit.b12+fólico,ác.",comp.x 60,Domínguez,56035,53479,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,60,unidades,Venta Bajo Receta,Antianémico,6400972,239611000221109,07795327064691,7795327064691,Nacional,NO CONTROLADO
ACIFOL GOTAS,"fólico,ác.",fco.x 10 ml,Domínguez,23405,12585,Gotas orales,oral,,mg/ml,1,unidades de 10 ml,Venta Bajo Receta,Antianémico,4930571,256201000221103,07795327060167,7795327060167,Nacional,NO CONTROLADO
ACIFUSIN,"sodio,fusidato",ung.x 15 g,Andrómaco,14516,13972,Cremas/Geles/Pomadas/Ungüentos,uso externo,,g %,1,unidades de 15 g,Venta Bajo Receta,Antibiótico tópico,5702261,256221000221105,07793742002120,7793742002120,Nacional,NO CONTROLADO
ACIFUSIN,"fusídico,ác.",cr.x 15 g,Andrómaco,19482,16568,Cremas/Geles/Pomadas/Ungüentos,uso externo,,g %,1,unidades de 15 g,Venta Bajo Receta,Antibiótico tópico,5702131,256211000221100,07793742002137,7793742002137,Nacional,NO CONTROLADO
ACIFUSIN B,"fusídico,ác.+betametasona",cr.x 15 g,Andrómaco,30294,0,Cremas/Geles/Pomadas/Ungüentos,uso externo,,g %,1,unidades de 15 g,Venta Bajo Receta,Antibacteriano Antiinflam.,5702391,256231000221108,07793742002144,7793742002144,Nacional,NO CONTROLADO
ACILAC OMEGA 3-6,omega 3-6+avena+pantenol+vit.e,cr.x 200 g,Novoplos,43260,0,Cremas/Geles/Pomadas/Ungüentos,uso externo,,No Clasificada,1,unidades de 200 g,Venta Libre,Hidratante Nutriente dérmico, , ,7798144110145,7798144110145,Nacional,NO CONTROLADO
ACIMED,omeprazol,20 mg cáps.x 28,Medisol,7900,0,Cápsulas/Softgels,oral,,mg,28,unidades,Venta Libre,Antiulceroso, , ,7798011654888,7798011654888,Nacional,NO CONTROLADO
ACIMED,omeprazol,40 mg cáps.x 30,Lepetit,36280,0,Cápsulas/Softgels,oral,,mg,30,unidades,Venta Libre,Antiulceroso,4634482,119081000221101,07798011653355,7798011653355,Nacional,NO CONTROLADO
ACIMED F,famotidina,20 mg comp.x 30,Sanitas,9512,0,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,30,unidades,Venta Bajo Receta,Antiulceroso,6747262, ,7798011654802,7798011654802,Nacional,NO CONTROLADO
ACIMED F,famotidina,40 mg comp.x 30,Sanitas,16932,0,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,30,unidades,Venta Bajo Receta,Antiulceroso,6747392, ,7798011654826,7798011654826,Nacional,NO CONTROLADO
ACIMED L,lansoprazol,30 mg cáps.x 30,Lepetit,27260,0,Cápsulas/Softgels,oral,,mg,30,unidades,Venta Libre,Antiulceroso,5476132,252121000221102,07798011653317,7798011653317,Nacional,NO CONTROLADO
ACIPOUN ORAL,clorhexidina,colut.x 200 ml,Medipharma,15843,0,Colutorios/Buches,uso externo,,No Clasificada,1,unidades de 200 ml,Venta Libre,Enjuague bucal Antiplaca, , ,7798030237147,7798030237147,Nacional,NO CONTROLADO
ACIVAL,nimodipina,comp.x 30,Géminis Farmacéutica,17940,10678,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,30,unidades,Venta Bajo Receta,Vasodilatador cerebral,3360911,208481000221101,07798113701015,7798113701015,Nacional,NO CONTROLADO
ACIVAL,nimodipina,comp.x 60,Géminis Farmacéutica,31781,17474,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,60,unidades,Venta Bajo Receta,Vasodilatador cerebral,5939713,208491000221103,07798113701039,7798113701039,Nacional,NO CONTROLADO
ACLASTA,"zoledrónico,ác.",5 mg f.a.x 100 ml,Biosidus S.A.U.,806189,0,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,inyectable IV,,mg/ml,1,unidades de 100 ml,Venta Bajo Receta Archivada,Inhibidor resorc.osteoclástica,5472971,256261000221102,07795306045659,7795306045659,Importado,NO CONTROLADO
ACLER,fluorouracilo,cr.x 20 g,Pharmatrix,63037,38881,Cremas/Geles/Pomadas/Ungüentos,uso externo,,g %,1,unidades de 20 g,Venta Bajo Receta Archivada,Antineoplásico,560171,256271000221106,07798021111470,7798021111470,Nacional,NO CONTROLADO
ACLOSAN,tamsulosina,0.4 mg cáps.x 30,Eurofarma,63185,44693,Cáps./Comp. de Liberación Controlada,oral,,mg,30,unidades,Venta Bajo Receta,Antiprostático,4655431,244801000221107,07798016922494,7795376000978,Nacional,NO CONTROLADO
ACLOXIGENAC,diclofenac sódico,50 mg comp.rec.x 10,Eczane,3501,0,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,10,unidades,Venta Bajo Receta,Analgésico Antiinflam.,6492551, ,07797416013276,7797416013276,Nacional,NO CONTROLADO
ACLOXIGENAC,diclofenac sódico,75 mg comp.rec.x 10,Eczane,8052,0,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,10,unidades,Venta Bajo Receta,Analgésico Antiinflam.,6492681, ,07797416013290,7797416013290,Nacional,NO CONTROLADO
ACLOXIGENAC,diclofenac sódico,50 mg comp.rec.x 20,Eczane,6827,0,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,20,unidades,Venta Bajo Receta,Analgésico Antiinflam.,6492553, ,07797416016253,7797416016253,Nacional,NO CONTROLADO
ACLOXIGENAC,diclofenac sódico,75 mg comp.rec.x 20,Eczane,13526,0,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,20,unidades,Venta Bajo Receta,Analgésico Antiinflam.,6492683, ,07797416016260,7797416016260,Nacional,NO CONTROLADO
ACLOXIGENAC,diclofenac sódico,50 mg comp.rec.x 500,Eczane,86477,0,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,500,unidades,Venta Bajo Receta,Analgésico Antiinflam., , ,07797416014051,7797416014051,Nacional,NO CONTROLADO
ACLOXIGENAC,diclofenac sódico,75 mg comp.rec.x 500,Eczane,124243,0,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,500,unidades,Venta Bajo Receta,Analgésico Antiinflam., , ,07797416014037,7797416014037,Nacional,NO CONTROLADO
ACLOXIGENAC LP,diclofenac sódico,100mg cáps.lib.prol.x 10,Eczane,10332,0,Cápsulas/Softgels,oral,,mg,10,unidades,Venta Bajo Receta,Analgésico Antiinflam.,6492711, ,07797416013313,7797416013313,Nacional,NO CONTROLADO
ACLOXIGENAC LP,diclofenac sódico,100mg cáps.lib.prol.x 20,Eczane,18418,0,Cápsulas/Softgels,oral,,mg,20,unidades,Venta Bajo Receta,Analgésico Antiinflam.,6492713, ,07797416016284,7797416016284,Nacional,NO CONTROLADO
ACLOXIGENAC LP,diclofenac sódico,100mg cáps.lib.prol.x500,Eczane,161925,0,Cápsulas/Softgels,oral,,mg,500,unidades,Venta Bajo Receta,Analgésico Antiinflam., , ,07797416016291,7797416016291,Nacional,NO CONTROLADO
ACLOXIGENAC PLUS,diclofenac+pridinol,comp.rec.x 10,Eczane,10476,0,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,10,unidades,Venta Bajo Receta,Antiinflam.Analgésico.Miorrelajante,6660391,508891000221108,07797416015157,7797416015157,Nacional,NO CONTROLADO
ACLOXIGENAC PLUS,diclofenac+pridinol,comp.rec.x 20,Eczane,18740,0,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,20,unidades,Venta Bajo Receta,Antiinflam.Analgésico.Miorrelajante,6660393,508921000221100,07797416015171,7797416015171,Nacional,NO CONTROLADO
ACLOXIGENAC PLUS,diclofenac+pridinol,comp.rec.x 500,Eczane,452200,0,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,500,unidades,Venta Bajo Receta,Antiinflam.Analgésico.Miorrelajante, ,508931000221102,07797416015188,7797416015188,Nacional,NO CONTROLADO
ACLUSIN,cilostazol,50 mg comp.x 30,Casasco,27794,20107,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,30,unidades,Venta Bajo Receta,Antitrombótico Vasodilatador,5778711,188921000221108,07791909116017,7791909116017,Nacional,NO CONTROLADO
ACLUSIN,cilostazol,100 mg comp.x 30,Casasco,46847,38642,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,30,unidades,Venta Bajo Receta,Antitrombótico Vasodilatador,5778841,188941000221104,07791909116123,7791909116123,Nacional,NO CONTROLADO
ACLUSIN,cilostazol,100 mg comp.x 60,Casasco,82226,68221,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,60,unidades,Venta Bajo Receta,Antitrombótico Vasodilatador,5778842,227241000221102,07791909116130,7791909116130,Nacional,NO CONTROLADO
ACNECLIN,minociclina,50 mg comp.rec.x 30,Siegfried,27272,0,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,30,unidades,Venta Bajo Receta Archivada,Antibiótico,3990312,163181000221104,07798129414657,7795380041974,Nacional,VENTA VIGILADA
ACNECLIN 100 AP,minociclina,cáps. lib. prol.x 30,Siegfried,52865,0,Cáps./Comp. de Liberación Controlada,oral,,mg,30,unidades,Venta Bajo Receta Archivada,Antibiótico,4434243,163211000221100,07798129414640,7795380041981,Nacional,VENTA VIGILADA
